Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Strength training duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,15.8671875,,,,,43.469757080078125,-80.55299377441406,43.469757080078125,-80.55299377441406,,,,,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,15.8671875,,,,,43.469730377197266,-80.552978515625,43.469791412353516,-80.55293273925781,,,,,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,15.8671875,,,,,43.469730377197266,-80.5529556274414,43.469810485839844,-80.55294036865234,,,,,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,15.8671875,,,,,43.469749450683594,-80.55293273925781,43.469749450683594,-80.55293273925781,,,,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,15.8671875,,,,,43.46979904174805,-80.55293273925781,43.46979904174805,-80.55293273925781,,,,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,15.8671875,,,,,43.4697265625,-80.55293273925781,43.4697265625,-80.55293273925781,,,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,15.8671875,,,,,43.46977615356445,-80.55292510986328,43.46977615356445,-80.55292510986328,,,,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,15.8671875,,,,,43.46974563598633,-80.55298614501953,43.46974563598633,-80.55298614501953,,,,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,15.8671875,,,,,43.469749450683594,-80.55290222167969,43.469749450683594,-80.55290222167969,,,,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
04:30:00.000-04:00,04:45:00.000-04:00,15.8671875,,,,,43.4697380065918,-80.5530014038086,43.46976089477539,-80.55294036865234,,,,,,,,900000,,
04:45:00.000-04:00,05:00:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
05:00:00.000-04:00,05:15:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
05:15:00.000-04:00,05:30:00.000-04:00,15.8671875,,,,,43.46937561035156,-80.55311584472656,43.46975326538086,-80.55293273925781,,,,,,,,900000,,
05:30:00.000-04:00,05:45:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
05:45:00.000-04:00,06:00:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
06:00:00.000-04:00,06:15:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
06:15:00.000-04:00,06:30:00.000-04:00,15.8671875,,,,,43.469696044921875,-80.55293273925781,43.469696044921875,-80.55293273925781,,,,,,,,900000,,
06:30:00.000-04:00,06:45:00.000-04:00,15.8671875,,,,,43.469703674316406,-80.55293273925781,43.46975326538086,-80.55290985107422,,,,,,,,900000,,
06:45:00.000-04:00,07:00:00.000-04:00,15.8671875,,,,,43.46973419189453,-80.55300903320312,43.46977996826172,-80.55293273925781,,,,,,,,900000,,
07:00:00.000-04:00,07:15:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,
07:15:00.000-04:00,07:30:00.000-04:00,15.8671875,,,,,43.469573974609375,-80.5529556274414,43.469730377197266,-80.55290985107422,,,,7,,,,900000,,
07:30:00.000-04:00,07:45:00.000-04:00,15.8671875,,,,,43.46977615356445,-80.55303955078125,43.46978759765625,-80.55303192138672,,,,,,,,900000,,
07:45:00.000-04:00,08:00:00.000-04:00,15.8671875,,,,,43.46976089477539,-80.55293273925781,43.46976089477539,-80.55293273925781,,,,,,,,900000,,
08:00:00.000-04:00,08:15:00.000-04:00,15.8671875,,,,,43.46970748901367,-80.55293273925781,43.46970748901367,-80.55293273925781,,,,,,,,900000,,
