Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,15.971353530883789,,,,,19.068605422973633,72.8283462524414,19.068605422973633,72.8283462524414,,,,,,,,,900000,
00:15:00.000-04:00,00:30:00.000-04:00,15.971353530883789,,,,,19.068559646606445,72.82836151123047,19.068559646606445,72.82836151123047,,,,24,,,,,900000,
00:30:00.000-04:00,00:45:00.000-04:00,15.971353530883789,,,,,19.06856918334961,72.82833862304688,19.0686092376709,72.82836151123047,,,,,,,,,900000,
00:45:00.000-04:00,01:00:00.000-04:00,15.971352577209473,,,,,,,,,,,,16,,,,,900000,
01:00:00.000-04:00,01:15:00.000-04:00,15.971352577209473,,,,,,,,,,,,91,,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,15.971353530883789,,,,,19.06856918334961,72.82826232910156,19.068634033203125,72.82836151123047,,,,258,,,,,887402,
01:30:00.000-04:00,01:45:00.000-04:00,15.971353530883789,,,,,,,,,,,,22,,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,661849,
02:00:00.000-04:00,02:15:00.000-04:00,15.971355438232422,,,,,,,,,,,,,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,18.742359161376953,12.6593656539917,,,,,,,,,,,53,,,,,130480,46721
02:30:00.000-04:00,02:45:00.000-04:00,25.496475219726562,100.95685577392578,,,,,,,,,,,265,,,,,,160600
02:45:00.000-04:00,03:00:00.000-04:00,15.971351623535156,,,,,,,,,,,,129,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,15.971351623535156,,,,,19.068523406982422,72.82835388183594,19.068523406982422,72.82835388183594,,,,226,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,87.58845520019531,,,,,,,,,,,,7,,,,717138,60091,
03:30:00.000-04:00,03:45:00.000-04:00,91.8744125366211,20.496116638183594,,,,,,,,,,,234,,,,699773,,101503
03:45:00.000-04:00,04:00:00.000-04:00,41.094635009765625,,,,,,,,,,,,10,,,,251572,,
04:00:00.000-04:00,04:15:00.000-04:00,70.06671905517578,,,,,19.068565368652344,72.82832336425781,19.068565368652344,72.82832336425781,,,,3,,,,541684,358316,
04:15:00.000-04:00,04:30:00.000-04:00,15.971352577209473,,,,,19.06869888305664,72.82817840576172,19.06869888305664,72.82817840576172,,,,258,,,,,900000,
04:30:00.000-04:00,04:45:00.000-04:00,15.971353530883789,,,,,,,,,,,,95,,,,,900000,
04:45:00.000-04:00,05:00:00.000-04:00,15.971353530883789,,,,,19.068649291992188,72.82817840576172,19.06869888305664,72.82820892333984,,,,174,,,,,900000,
05:00:00.000-04:00,05:15:00.000-04:00,15.971353530883789,,,,,,,,,,,,142,,,,,900000,
05:15:00.000-04:00,05:30:00.000-04:00,15.971353530883789,,,,,,,,,,,,70,,,,,900000,
05:30:00.000-04:00,05:45:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,900000,
05:45:00.000-04:00,06:00:00.000-04:00,15.971353530883789,,,,,19.06863784790039,72.82817840576172,19.06869888305664,72.8282470703125,,,,,,,,,900000,
06:00:00.000-04:00,06:15:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,900000,
06:15:00.000-04:00,06:30:00.000-04:00,15.971353530883789,,,,,,,,,,,,253,,,,,900000,
06:30:00.000-04:00,06:45:00.000-04:00,15.971353530883789,,,,,,,,,,,,225,,,,,900000,
06:45:00.000-04:00,07:00:00.000-04:00,15.971353530883789,,,,,,,,,,,,35,,,,,900000,
07:00:00.000-04:00,07:15:00.000-04:00,15.971353530883789,,,,,,,,,,,,7,,,,,900000,
07:15:00.000-04:00,07:30:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,900000,
07:30:00.000-04:00,07:45:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,900000,
07:45:00.000-04:00,08:00:00.000-04:00,15.971353530883789,,,,,,,,,,,,,,,,,900000,
