Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Strength training duration (ms)
20:00:00.000-04:00,20:15:00.000-04:00,27.671512603759766,256.24517822265625,,,,43.46595001220703,-80.5429916381836,43.466304779052734,-80.54059600830078,3.0813181400299072,10.410388946533203,0.67119300365448,398,,,,,364802,229644,
20:15:00.000-04:00,20:30:00.000-04:00,15.346352577209473,,,,,43.465843200683594,-80.5427474975586,43.46589660644531,-80.54257202148438,0.6899999976158142,0.6899999976158142,0.6899999976158142,89,,,,,900000,,
20:30:00.000-04:00,20:45:00.000-04:00,15.346352577209473,,,,,43.465675354003906,-80.54285430908203,43.4658203125,-80.54273223876953,0.6506919264793396,0.6506919264793396,0.6506919264793396,,,,,,900000,,
20:45:00.000-04:00,21:00:00.000-04:00,15.346352577209473,,,,,43.4649772644043,-80.54270935058594,43.4658088684082,-80.5416488647461,,,,,,,,,900000,,
21:00:00.000-04:00,21:15:00.000-04:00,15.346352577209473,,,,,43.465599060058594,-80.5429458618164,43.465667724609375,-80.5421371459961,,,,,,,,,900000,,
21:15:00.000-04:00,21:30:00.000-04:00,38.01067352294922,865.0669555664062,,,,43.46586227416992,-80.54395294189453,43.468753814697266,-80.54240417480469,6.431146144866943,11.450016975402832,1.4272000789642334,508,,,,108107,198191,306680,
21:30:00.000-04:00,21:45:00.000-04:00,33.67100143432617,341.93304443359375,,,,43.47416687011719,-80.54967498779297,43.47504806518555,-80.54866790771484,1.1572604179382324,1.781375765800476,1.053233027458191,136,,,,319284,580716,,
21:45:00.000-04:00,22:00:00.000-04:00,15.346353530883789,,,,,43.47419357299805,-80.54961395263672,43.47419357299805,-80.54961395263672,,,,,,,,,900000,,
22:00:00.000-04:00,22:15:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,,900000,,
22:15:00.000-04:00,22:30:00.000-04:00,15.346353530883789,,,,,43.47418975830078,-80.54959869384766,43.47418975830078,-80.54959869384766,,,,,,,,,900000,,
22:30:00.000-04:00,22:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,,900000,,
22:45:00.000-04:00,23:00:00.000-04:00,38.843017578125,239.6558837890625,,,,43.47425842285156,-80.54965209960938,43.47516632080078,-80.54832458496094,1.1954445838928223,1.5930473804473877,1.1670904159545898,579,,,,,462207,437793,
23:00:00.000-04:00,23:15:00.000-04:00,63.650001525878906,984.572265625,,,,43.46816635131836,-80.54800415039062,43.473270416259766,-80.54362487792969,1.184910774230957,1.5404220819473267,0.8570881485939026,1516,,,,,,900000,
23:15:00.000-04:00,23:30:00.000-04:00,25.872146606445312,129.30087280273438,,,,43.46580505371094,-80.54271697998047,43.46595764160156,-80.54246520996094,,,,220,,,,,703882,196118,
23:30:00.000-04:00,23:45:00.000-04:00,18.720417022705078,49.56357955932617,,,,,,,,,,,175,,,,,837134,62866,
23:45:00.000-04:00,00:00:00.000-04:00,34.20018005371094,393.8977966308594,,,,43.46567153930664,-80.54267883300781,43.46828842163086,-80.53982543945312,,,,645,,,,,205288,351287,
