Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-05:00,00:15:00.000-05:00,25.974689483642578,102.66597747802734,,,,22.537546157836914,88.33423614501953,22.53800392150879,88.33468627929688,,,,263,,,,,701971,198029,
00:15:00.000-05:00,00:30:00.000-05:00,15.346353530883789,,,,,22.53777503967285,88.33451843261719,22.537961959838867,88.3345947265625,,,,15,,,,,896723,,
00:30:00.000-05:00,00:45:00.000-05:00,15.346353530883789,,,,,22.537960052490234,88.33444213867188,22.538007736206055,88.33448028564453,,,,21,,,,,852045,,
00:45:00.000-05:00,01:00:00.000-05:00,15.346354484558105,,,,,22.53782081604004,88.33444213867188,22.538055419921875,88.33467102050781,,,,7,,,,,752049,,
01:00:00.000-05:00,01:15:00.000-05:00,19.782773971557617,39.183753967285156,,,,22.537439346313477,88.33361053466797,22.537975311279297,88.33478546142578,,,,218,,,,,785398,82660,
01:15:00.000-05:00,01:30:00.000-05:00,21.1794490814209,157.8808135986328,,,,22.53712272644043,88.33353424072266,22.537797927856445,88.33444213867188,,,,269,,,,,536641,108683,
01:30:00.000-05:00,01:45:00.000-05:00,18.571857452392578,42.17045211791992,,,,22.536664962768555,88.33365631103516,22.53772735595703,88.33440399169922,,,,522,,,,,121147,60098,
01:45:00.000-05:00,02:00:00.000-05:00,59.275428771972656,2198.3076171875,,,,22.522172927856445,88.3267593383789,22.537858963012695,88.33368682861328,,,,,,,,765409,78003,,
02:00:00.000-05:00,02:15:00.000-05:00,31.22197914123535,87.9482650756836,,,,22.5245304107666,88.32632446289062,22.524843215942383,88.3265151977539,,,,209,,,,164027,263610,120394,
02:15:00.000-05:00,02:30:00.000-05:00,15.346354484558105,,,,,22.52450942993164,88.32635498046875,22.524646759033203,88.32669830322266,0.7729734778404236,0.9241752624511719,0.6217716932296753,159,,,,,444231,,
02:30:00.000-05:00,02:45:00.000-05:00,15.346353530883789,,,,,22.524646759033203,88.32647705078125,22.525123596191406,88.32649993896484,,,,180,,,,,,,
