Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Strength training duration (ms)
12:15:00.000-04:00,12:30:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
12:30:00.000-04:00,12:45:00.000-04:00,15.346352577209473,,,,,43.46589279174805,-80.54279327392578,43.46589279174805,-80.54279327392578,,,,57,,,,900000,
12:45:00.000-04:00,13:00:00.000-04:00,15.346352577209473,,,,,43.46582794189453,-80.5427017211914,43.46582794189453,-80.5427017211914,,,,,,,,900000,
13:00:00.000-04:00,13:15:00.000-04:00,15.346352577209473,,,,,43.46578598022461,-80.54290771484375,43.46596145629883,-80.54271697998047,0.6600000262260437,0.6600000262260437,0.6600000262260437,,,,,900000,
13:15:00.000-04:00,13:30:00.000-04:00,15.346352577209473,,,,,43.46576690673828,-80.54268646240234,43.46576690673828,-80.54268646240234,,,,,,,,900000,
13:30:00.000-04:00,13:45:00.000-04:00,15.346352577209473,,,,,43.46574783325195,-80.542724609375,43.465816497802734,-80.54268646240234,,,,,,,,900000,
13:45:00.000-04:00,14:00:00.000-04:00,15.346352577209473,,,,,43.46590805053711,-80.54266357421875,43.46590805053711,-80.54266357421875,,,,,,,,900000,
14:00:00.000-04:00,14:15:00.000-04:00,15.346352577209473,,,,,43.465797424316406,-80.54271697998047,43.465797424316406,-80.54271697998047,,,,70,,,,900000,
14:15:00.000-04:00,14:30:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
14:30:00.000-04:00,14:45:00.000-04:00,15.346352577209473,,,,,,,,,,,,7,,,,900000,
14:45:00.000-04:00,15:00:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
15:00:00.000-04:00,15:15:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
15:15:00.000-04:00,15:30:00.000-04:00,15.346352577209473,,,,,43.46567153930664,-80.542724609375,43.46582794189453,-80.54219818115234,0.519711434841156,0.519711434841156,0.519711434841156,,,,,900000,
15:30:00.000-04:00,15:45:00.000-04:00,15.346352577209473,,,,,,,,,,,,58,,,,900000,
15:45:00.000-04:00,16:00:00.000-04:00,15.346352577209473,,,,,,,,,,,,7,,,,900000,
16:00:00.000-04:00,16:15:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
16:15:00.000-04:00,16:30:00.000-04:00,15.346352577209473,,,,,,,,,,,,,,,,900000,
16:30:00.000-04:00,16:45:00.000-04:00,15.346352577209473,,,,,43.465721130371094,-80.54270935058594,43.465736389160156,-80.54268646240234,,,,,,,,900000,
16:45:00.000-04:00,17:00:00.000-04:00,15.346352577209473,,,,,43.4658203125,-80.54271697998047,43.4658203125,-80.54271697998047,,,,,,,,900000,
17:00:00.000-04:00,17:15:00.000-04:00,15.346353530883789,,,,,43.46574783325195,-80.54270935058594,43.465816497802734,-80.54259490966797,,,,79,,,,803122,
17:15:00.000-04:00,17:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
17:30:00.000-04:00,17:45:00.000-04:00,15.346353530883789,,,,,43.4658317565918,-80.54258728027344,43.465843200683594,-80.54252624511719,,,,175,,,,900000,
17:45:00.000-04:00,18:00:00.000-04:00,15.346353530883789,,,,,43.46580505371094,-80.54271697998047,43.465816497802734,-80.54248809814453,,,,12,,,,900000,
18:00:00.000-04:00,18:15:00.000-04:00,15.346353530883789,,,,,43.46580505371094,-80.54292297363281,43.46623229980469,-80.54268646240234,,,,1,,,,900000,
18:15:00.000-04:00,18:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
18:30:00.000-04:00,18:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
18:45:00.000-04:00,19:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,28,,,,900000,
19:00:00.000-04:00,19:15:00.000-04:00,15.346353530883789,,,,,43.46580505371094,-80.542724609375,43.46584701538086,-80.54268646240234,,,,7,,,,900000,
19:15:00.000-04:00,19:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
19:30:00.000-04:00,19:45:00.000-04:00,15.346353530883789,,,,,43.46575927734375,-80.54264831542969,43.4658203125,-80.5425796508789,,,,14,,,,900000,
19:45:00.000-04:00,20:00:00.000-04:00,15.346353530883789,,,,,43.46577453613281,-80.542724609375,43.46578598022461,-80.54264831542969,,,,,,,,900000,
20:00:00.000-04:00,20:15:00.000-04:00,15.346353530883789,,,,,43.46583557128906,-80.542724609375,43.46583557128906,-80.542724609375,,,,208,,,,900000,
20:15:00.000-04:00,20:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,14,,,,900000,
20:30:00.000-04:00,20:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,34,,,,900000,
20:45:00.000-04:00,21:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
21:00:00.000-04:00,21:15:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
21:15:00.000-04:00,21:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
21:30:00.000-04:00,21:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
21:45:00.000-04:00,22:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
22:00:00.000-04:00,22:15:00.000-04:00,15.346353530883789,,,,,43.46581268310547,-80.54271697998047,43.46581268310547,-80.54271697998047,,,,,,,,900000,
22:15:00.000-04:00,22:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
22:30:00.000-04:00,22:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
22:45:00.000-04:00,23:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,31,,,,900000,
23:00:00.000-04:00,23:15:00.000-04:00,15.346353530883789,,,,,,,,,,,,91,,,,900000,
23:15:00.000-04:00,23:30:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
23:30:00.000-04:00,23:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,,,,,900000,
23:45:00.000-04:00,00:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,7,,,,900000,
