Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000-05:00,00:15:00.000-05:00,15.346353530883789,,,,,12.925233840942383,77.63609313964844,12.925662994384766,77.6362075805664,,,,,,,,900000,
00:15:00.000-05:00,00:30:00.000-05:00,15.346353530883789,,,,,12.925621032714844,77.6362075805664,12.925621032714844,77.6362075805664,,,,8,,,,900000,
00:30:00.000-05:00,00:45:00.000-05:00,15.346353530883789,,,,,12.925198554992676,77.6360855102539,12.925621032714844,77.6362075805664,,,,,,,,900000,
00:45:00.000-05:00,01:00:00.000-05:00,15.445429801940918,0.6028269529342651,,,,12.925579071044922,77.6362075805664,12.925621032714844,77.6362533569336,,,,137,,,,801385,1846
01:00:00.000-05:00,01:15:00.000-05:00,15.346353530883789,,,,,12.925579071044922,77.63616180419922,12.925662994384766,77.6362533569336,,,,4,,,,900000,
01:15:00.000-05:00,01:30:00.000-05:00,15.346353530883789,,,,,12.925214767456055,77.63607788085938,12.925214767456055,77.63607788085938,,,,,,,,900000,
01:30:00.000-05:00,01:45:00.000-05:00,15.346353530883789,,,,,12.92526626586914,77.63606262207031,12.925621032714844,77.6362075805664,,,,62,,,,782606,
01:45:00.000-05:00,02:00:00.000-05:00,16.067474365234375,4.219788551330566,,,,12.925243377685547,77.63603210449219,12.925621032714844,77.63623809814453,,,,158,,,,859548,13436
02:00:00.000-05:00,02:15:00.000-05:00,15.346353530883789,,,,,12.925318717956543,77.63612365722656,12.925580978393555,77.63622283935547,,,,27,,,,900000,
02:15:00.000-05:00,02:30:00.000-05:00,17.6441593170166,25.889816284179688,,,,12.925397872924805,77.63613891601562,12.925397872924805,77.63613891601562,,,,42,,,,813623,42813
02:30:00.000-05:00,02:45:00.000-05:00,15.346353530883789,,,,,12.925579071044922,77.6362075805664,12.925621032714844,77.6362533569336,,,,111,,,,818592,
02:45:00.000-05:00,03:00:00.000-05:00,18.78476905822754,19.563814163208008,,,,12.925226211547852,77.63607788085938,12.925662994384766,77.63616180419922,,,,178,,,,722281,64065
03:00:00.000-05:00,03:15:00.000-05:00,15.346353530883789,,,,,12.925621032714844,77.6362075805664,12.925621032714844,77.6362075805664,,,,28,,,,805418,
03:15:00.000-05:00,03:30:00.000-05:00,18.51866912841797,36.77244567871094,,,,12.925241470336914,77.63602447509766,12.925621032714844,77.6362075805664,,,,111,,,,825343,59107
03:30:00.000-05:00,03:45:00.000-05:00,15.346353530883789,,,,,12.925243377685547,77.63607788085938,12.925621032714844,77.6362075805664,,,,14,,,,900000,
03:45:00.000-05:00,04:00:00.000-05:00,15.346353530883789,,,,,,,,,,,,,,,,811683,
04:00:00.000-05:00,04:15:00.000-05:00,15.346353530883789,,,,,12.925310134887695,77.6361312866211,12.925579071044922,77.6362533569336,,,,29,,,,670416,
04:15:00.000-05:00,04:30:00.000-05:00,16.710447311401367,13.612032890319824,,,,12.925237655639648,77.63606262207031,12.925708770751953,77.6362075805664,,,,128,,,,522538,25416
04:30:00.000-05:00,04:45:00.000-05:00,15.346354484558105,,,,,12.925393104553223,77.63613891601562,12.925576210021973,77.63623046875,,,,45,,,,798339,
04:45:00.000-05:00,05:00:00.000-05:00,15.346354484558105,,,,,12.925212860107422,77.63607788085938,12.925212860107422,77.63607788085938,,,,,,,,900000,
