Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-05:00,00:15:00.000-05:00,15.346353530883789,,,,,22.53786849975586,88.3345947265625,22.537961959838867,88.33460998535156,,,,23,,,,,900000,,
00:15:00.000-05:00,00:30:00.000-05:00,24.61882972717285,92.83535766601562,,,,22.53776741027832,88.3337631225586,22.537860870361328,88.3338394165039,,,,264,,,,,626805,172766,
00:30:00.000-05:00,00:45:00.000-05:00,56.96477508544922,600.7620849609375,,,,22.525833129882812,88.33109283447266,22.537626266479492,88.3337631225586,,,,309,,,,500886,81353,138961,44176
00:45:00.000-05:00,01:00:00.000-05:00,48.4414176940918,482.43853759765625,,,,22.5200252532959,88.32649230957031,22.52452278137207,88.33090209960938,3.002617120742798,3.813790798187256,2.130375385284424,162,,,,576640,323360,,
01:00:00.000-05:00,01:15:00.000-05:00,15.346353530883789,,,,,22.524505615234375,88.32645416259766,22.524505615234375,88.32645416259766,,,,124,,,,,900000,,
01:15:00.000-05:00,01:30:00.000-05:00,15.55856704711914,,,,,22.524517059326172,88.3265380859375,22.524517059326172,88.3265380859375,,,,127,,,,,326719,3954,
01:30:00.000-05:00,01:45:00.000-05:00,18.07014274597168,15.578906059265137,,,,22.524520874023438,88.32640075683594,22.524717330932617,88.3267822265625,,,,82,,,,,320553,50750,
01:45:00.000-05:00,02:00:00.000-05:00,19.434947967529297,43.456886291503906,,,,22.524473190307617,88.32647705078125,22.52460289001465,88.32661437988281,,,,391,,,,,40031,72073,
02:00:00.000-05:00,02:15:00.000-05:00,23.113311767578125,42.80071258544922,,,,22.527097702026367,88.3340072631836,22.540498733520508,88.33797454833984,,,,123,,,,,,144715,
02:15:00.000-05:00,02:30:00.000-05:00,18.94073486328125,22.304597854614258,,,,22.537595748901367,88.33372497558594,22.537626266479492,88.33378601074219,,,,49,,,,,512791,66971,
02:30:00.000-05:00,02:45:00.000-05:00,15.346352577209473,,,,,22.537582397460938,88.33372497558594,22.537763595581055,88.33405303955078,,,,34,,,,,900000,,
02:45:00.000-05:00,03:00:00.000-05:00,29.036869049072266,125.30563354492188,,,,22.537673950195312,88.3337631225586,22.537673950195312,88.3337631225586,,,,509,,,,,428420,114490,61582
03:00:00.000-05:00,03:15:00.000-05:00,27.704036712646484,62.24567794799805,,,,22.522226333618164,88.33041381835938,22.537864685058594,88.33428955078125,1.9835691452026367,2.9658892154693604,1.0012491941452026,334,,,,,71501,230250,
03:15:00.000-05:00,03:30:00.000-05:00,18.737592697143555,66.22476959228516,,,,22.523618698120117,88.32643127441406,22.525009155273438,88.32711029052734,5.775904178619385,7.039005279541016,3.987994432449341,419,,,,,390869,63186,
03:30:00.000-05:00,03:45:00.000-05:00,15.346353530883789,,,,,22.524505615234375,88.32645416259766,22.524505615234375,88.32645416259766,,,,181,,,,,544352,,
03:45:00.000-05:00,04:00:00.000-05:00,19.956560134887695,25.921558380126953,,,,22.524503707885742,88.32640075683594,22.52484893798828,88.32645416259766,,,,115,,,,,596070,85898,
04:00:00.000-05:00,04:15:00.000-05:00,15.346352577209473,,,,,22.524505615234375,88.32644653320312,22.52454948425293,88.32653045654297,,,,143,,,,,796263,,
04:15:00.000-05:00,04:30:00.000-05:00,15.346353530883789,,,,,22.524682998657227,88.32611083984375,22.525009155273438,88.32669830322266,,,,,,,,,900000,,
04:30:00.000-05:00,04:45:00.000-05:00,18.16851806640625,26.929553985595703,,,,22.525035858154297,88.32624053955078,22.526004791259766,88.32728576660156,,,,138,,,,,609592,52583,
04:45:00.000-05:00,05:00:00.000-05:00,15.346353530883789,,,,,22.52483558654785,88.32610321044922,22.525108337402344,88.32652282714844,,,,25,,,,,529539,,
05:00:00.000-05:00,05:15:00.000-05:00,15.346352577209473,,,,,22.524517059326172,88.32646942138672,22.524871826171875,88.32662200927734,0.7513378262519836,1.7805898189544678,0.5035871267318726,188,,,,,590009,,
05:15:00.000-05:00,05:30:00.000-05:00,15.346353530883789,,,,,22.52452850341797,88.32637786865234,22.524763107299805,88.32654571533203,1.9786611795425415,3.6939003467559814,0.7057619690895081,,,,,,715964,,
05:30:00.000-05:00,05:45:00.000-05:00,15.346353530883789,,,,,22.524526596069336,88.32640075683594,22.524629592895508,88.32653045654297,,,,15,,,,,773897,,
05:45:00.000-05:00,06:00:00.000-05:00,15.346352577209473,,,,,22.524507522583008,88.32649230957031,22.524507522583008,88.32649230957031,,,,53,,,,,900000,,
06:00:00.000-05:00,06:15:00.000-05:00,15.346354484558105,,,,,22.52452278137207,88.32648468017578,22.52454948425293,88.32653045654297,,,,63,,,,,398907,,
06:15:00.000-05:00,06:30:00.000-05:00,54.419525146484375,1587.517333984375,,,,22.523571014404297,88.32642364501953,22.53192710876465,88.33203125,7.334225654602051,10.63004207611084,2.8411264419555664,578,,,,369984,26477,332373,
06:30:00.000-05:00,06:45:00.000-05:00,66.99999237060547,3621.939453125,,,,22.534074783325195,88.33805847167969,22.554101943969727,88.35179901123047,4.941509246826172,11.390069961547852,1.1606894731521606,,,,,900000,,,
06:45:00.000-05:00,07:00:00.000-05:00,49.94084548950195,166.0361328125,,,,22.545066833496094,88.35169219970703,22.553863525390625,88.35614776611328,3.945718288421631,4.409999847412109,3.4814364910125732,302,,,,353702,224554,266337,
07:00:00.000-05:00,07:15:00.000-05:00,49.356422424316406,845.0301513671875,,,,22.545839309692383,88.34999084472656,22.54682159423828,88.35614776611328,7.262203693389893,7.262203693389893,7.262203693389893,362,,,,396915,,209238,
07:15:00.000-05:00,07:30:00.000-05:00,67.0,2021.6597900390625,,,,22.526548385620117,88.33545684814453,22.54113006591797,88.34001159667969,0.9895187616348267,2.241093397140503,0.5299999713897705,,,,,900000,,,
07:30:00.000-05:00,07:45:00.000-05:00,43.00746536254883,585.31640625,,,,22.52210235595703,88.32674407958984,22.523942947387695,88.3309097290039,2.565122127532959,4.693591594696045,1.0331021547317505,291,,,,180765,281558,322084,
07:45:00.000-05:00,08:00:00.000-05:00,15.346353530883789,,,,,22.524473190307617,88.3264389038086,22.524673461914062,88.32662963867188,0.9158251881599426,2.229461669921875,0.5503635406494141,71,,,,,567995,,
08:00:00.000-05:00,08:15:00.000-05:00,15.346353530883789,,,,,22.52454948425293,88.32628631591797,22.524757385253906,88.32655334472656,,,,90,,,,,654209,,
08:15:00.000-05:00,08:30:00.000-05:00,15.346353530883789,,,,,22.525009155273438,88.32610321044922,22.52507972717285,88.32615661621094,,,,59,,,,,777917,,
08:30:00.000-05:00,08:45:00.000-05:00,15.346353530883789,,,,,22.524812698364258,88.32610321044922,22.525009155273438,88.32630920410156,,,,25,,,,,900000,,
08:45:00.000-05:00,09:00:00.000-05:00,15.346354484558105,,,,,,,,,,,,29,,,,,881657,,
09:00:00.000-05:00,09:15:00.000-05:00,15.346353530883789,,,,,22.525009155273438,88.32611083984375,22.525074005126953,88.32615661621094,,,,49,,,,,900000,,
09:15:00.000-05:00,09:30:00.000-05:00,15.346353530883789,,,,,22.525009155273438,88.32611083984375,22.5250301361084,88.32665252685547,,,,,,,,,900000,,
09:30:00.000-05:00,09:45:00.000-05:00,15.346353530883789,,,,,,,,,,,,,,,,,900000,,
09:45:00.000-05:00,10:00:00.000-05:00,15.346353530883789,,,,,,,,,,,,,,,,,900000,,
10:00:00.000-05:00,10:15:00.000-05:00,15.346353530883789,,,,,,,,,,,,25,,,,,900000,,
10:15:00.000-05:00,10:30:00.000-05:00,15.346353530883789,,,,,,,,,,,,,,,,,900000,,
10:30:00.000-05:00,10:45:00.000-05:00,15.346353530883789,,,,,22.52452850341797,88.32649230957031,22.524614334106445,88.3265151977539,,,,167,,,,,661206,,
10:45:00.000-05:00,11:00:00.000-05:00,15.346352577209473,,,,,22.524694442749023,88.32655334472656,22.524694442749023,88.32655334472656,,,,13,,,,,900000,,
11:00:00.000-05:00,11:15:00.000-05:00,15.346354484558105,,,,,,,,,,,,52,,,,,766961,,
11:15:00.000-05:00,11:30:00.000-05:00,15.346353530883789,,,,,22.524734497070312,88.32611083984375,22.52509307861328,88.3266830444336,,,,46,,,,,900000,,
11:30:00.000-05:00,11:45:00.000-05:00,27.752716064453125,97.657958984375,,,,22.525009155273438,88.32611083984375,22.525009155273438,88.32611083984375,,,,201,,,,,595971,231157,
11:45:00.000-05:00,12:00:00.000-05:00,15.346352577209473,,,,,22.52449607849121,88.3263931274414,22.524673461914062,88.32649230957031,,,,,,,,,900000,,
12:00:00.000-05:00,12:15:00.000-05:00,15.346352577209473,,,,,22.52460289001465,88.32644653320312,22.52479362487793,88.32666778564453,,,,10,,,,,659033,,
12:15:00.000-05:00,12:30:00.000-05:00,15.346353530883789,,,,,22.524608612060547,88.32653045654297,22.524845123291016,88.32655334472656,,,,431,,,,,344972,,
12:30:00.000-05:00,12:45:00.000-05:00,16.255321502685547,7.815612316131592,,,,22.524688720703125,88.32655334472656,22.524688720703125,88.32655334472656,,,,440,,,,,322173,16936,
12:45:00.000-05:00,13:00:00.000-05:00,22.77056884765625,58.97382736206055,,,,22.52454948425293,88.32611083984375,22.525026321411133,88.32655334472656,,,,154,,,,,509714,138329,
13:00:00.000-05:00,13:15:00.000-05:00,15.346354484558105,,,,,22.525022506713867,88.32616424560547,22.525022506713867,88.32616424560547,,,,,,,,,900000,,
13:15:00.000-05:00,13:30:00.000-05:00,15.346353530883789,,,,,,,,,,,,,,,,,818050,,
13:30:00.000-05:00,13:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.3261489868164,22.525043487548828,88.32655334472656,,,,,,,,,900000,,
13:45:00.000-05:00,14:00:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32620239257812,22.5250301361084,88.32655334472656,,,,,,,,,900000,,
14:00:00.000-05:00,14:15:00.000-05:00,15.346352577209473,,,,,22.5250244140625,88.32616424560547,22.525066375732422,88.32618713378906,,,,,,,,,900000,,
14:15:00.000-05:00,14:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32615661621094,22.524972915649414,88.32655334472656,,,,,,,,,900000,,
14:30:00.000-05:00,14:45:00.000-05:00,15.346352577209473,,,,,22.525054931640625,88.32613372802734,22.525054931640625,88.32613372802734,,,,,,,,,900000,,
14:45:00.000-05:00,15:00:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,,,,,,900000,,
15:00:00.000-05:00,15:15:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32615661621094,22.52497100830078,88.32655334472656,,,,,,,,,900000,,
15:15:00.000-05:00,15:30:00.000-05:00,15.346352577209473,,,,,,,,,,,,,,,,,900000,,
15:30:00.000-05:00,15:45:00.000-05:00,15.346352577209473,,,,,,,,,,,,,,,,,900000,,
15:45:00.000-05:00,16:00:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.3261489868164,22.52585220336914,88.3271484375,,,,,,,,,900000,,
16:00:00.000-05:00,16:15:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,,,,,,900000,,
16:15:00.000-05:00,16:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.3261489868164,22.52501106262207,88.32655334472656,,,,,,,,,900000,,
16:30:00.000-05:00,16:45:00.000-05:00,15.346352577209473,,,,,22.524978637695312,88.32622528076172,22.525035858154297,88.32625579833984,,,,,,,,,900000,,
16:45:00.000-05:00,17:00:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.3261947631836,22.525014877319336,88.32655334472656,,,,,,,,,900000,,
17:00:00.000-05:00,17:15:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32615661621094,22.524972915649414,88.32655334472656,,,,,,,,,900000,,
17:15:00.000-05:00,17:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32617950439453,22.52505874633789,88.32655334472656,,,,,,,,,900000,,
17:30:00.000-05:00,17:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32617950439453,22.52505874633789,88.32655334472656,,,,,,,,,900000,,
17:45:00.000-05:00,18:00:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32617950439453,22.52505874633789,88.32655334472656,,,,,,,,,900000,,
18:00:00.000-05:00,18:15:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32616424560547,22.52500343322754,88.32655334472656,,,,,,,,,900000,,
18:15:00.000-05:00,18:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32624816894531,22.525043487548828,88.32655334472656,,,,,,,,,900000,,
18:30:00.000-05:00,18:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,,,,,,900000,,
18:45:00.000-05:00,19:00:00.000-05:00,15.346352577209473,,,,,,,,,,,,,,,,,900000,,
19:00:00.000-05:00,19:15:00.000-05:00,15.346352577209473,,,,,22.525012969970703,88.32622528076172,22.525012969970703,88.32622528076172,,,,,,,,,900000,,
19:15:00.000-05:00,19:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,,,,,,900000,,
19:30:00.000-05:00,19:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32615661621094,22.525039672851562,88.32655334472656,,,,,,,,,900000,,
19:45:00.000-05:00,20:00:00.000-05:00,15.346352577209473,,,,,22.5250244140625,88.3261947631836,22.525253295898438,88.3266830444336,,,,,,,,,900000,,
20:00:00.000-05:00,20:15:00.000-05:00,15.346352577209473,,,,,22.52516746520996,88.32627868652344,22.52516746520996,88.32627868652344,,,,,,,,,900000,,
20:15:00.000-05:00,20:30:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32618713378906,22.525022506713867,88.32655334472656,,,,,,,,,900000,,
20:30:00.000-05:00,20:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.3261947631836,22.525033950805664,88.32655334472656,,,,,,,,,900000,,
20:45:00.000-05:00,21:00:00.000-05:00,15.346352577209473,,,,,22.525009155273438,88.32611083984375,22.525066375732422,88.32616424560547,,,,,,,,,900000,,
21:00:00.000-05:00,21:15:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,,,,,,900000,,
21:15:00.000-05:00,21:30:00.000-05:00,15.346352577209473,,,,,22.525009155273438,88.32611083984375,22.525009155273438,88.32611083984375,,,,,,,,,900000,,
21:30:00.000-05:00,21:45:00.000-05:00,15.346352577209473,,,,,22.524845123291016,88.32655334472656,22.524845123291016,88.32655334472656,,,,73,,,,,809958,,
21:45:00.000-05:00,22:00:00.000-05:00,58.62937927246094,76.54147338867188,,,,22.52452278137207,88.32649230957031,22.52760887145996,88.33143615722656,,,,206,,,,671858,,88002,
22:00:00.000-05:00,22:15:00.000-05:00,50.461116790771484,468.55352783203125,,,,22.57341766357422,88.34810638427734,22.574369430541992,88.34981536865234,9.63404369354248,9.63404369354248,9.63404369354248,585,,,,267501,264289,368210,
22:15:00.000-05:00,22:30:00.000-05:00,15.346353530883789,,,,,22.573843002319336,88.34967803955078,22.57428741455078,88.35011291503906,,,,108,,,,,859240,,
22:30:00.000-05:00,22:45:00.000-05:00,36.189632415771484,2549.854248046875,,,,22.560855865478516,88.33465576171875,22.574005126953125,88.34970092773438,9.732707977294922,13.202366828918457,6.100032806396484,43,,,,363168,536832,,
22:45:00.000-05:00,23:00:00.000-05:00,61.42164611816406,2401.15234375,,,,22.52231216430664,88.32640838623047,22.53569793701172,88.33358764648438,5.80323600769043,11.840067863464355,0.6859300136566162,35,,,,758286,93463,31283,
23:00:00.000-05:00,23:15:00.000-05:00,15.346352577209473,,,,,22.524946212768555,88.3263168334961,22.52497673034668,88.3270034790039,,,,95,,,,,900000,,
23:15:00.000-05:00,23:30:00.000-05:00,15.346352577209473,,,,,22.524581909179688,88.32620239257812,22.52490997314453,88.32646179199219,,,,70,,,,,780371,,
23:30:00.000-05:00,23:45:00.000-05:00,15.346353530883789,,,,,22.52460289001465,88.32638549804688,22.524694442749023,88.32646942138672,,,,131,,,,,856967,,
23:45:00.000-05:00,00:00:00.000-05:00,15.59089183807373,3.6416661739349365,,,,22.524526596069336,88.32649230957031,22.524526596069336,88.32649230957031,,,,128,,,,,895443,4557,
