Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,15.346353530883789,,,,,,,,,,,,5,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,20.319427490234375,25.921558380126953,,,,43.46581268310547,-80.54267120361328,43.4658203125,-80.54258728027344,,,,166,,,,661812,92659,
00:30:00.000-04:00,00:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,335,,,,254287,,
00:45:00.000-04:00,01:00:00.000-04:00,15.346352577209473,,,,,43.4659538269043,-80.54249572753906,43.4659538269043,-80.54249572753906,,,,346,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,15.346352577209473,,,,,43.465919494628906,-80.54254150390625,43.465999603271484,-80.54252624511719,,,,255,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,15.346353530883789,,,,,43.4659538269043,-80.54249572753906,43.4659538269043,-80.54249572753906,,,,297,,,,45099,,
01:30:00.000-04:00,01:45:00.000-04:00,18.701580047607422,,,,,43.46581268310547,-80.54267120361328,43.4658203125,-80.54258728027344,,,,420,,,,17417,62515,
01:45:00.000-04:00,02:00:00.000-04:00,66.74181365966797,631.614013671875,,,,43.46585464477539,-80.54390716552734,43.468482971191406,-80.54242706298828,,,,1121,,,,34077,325144,277028
02:00:00.000-04:00,02:15:00.000-04:00,62.246463775634766,785.4693603515625,,,,43.465728759765625,-80.54452514648438,43.47071838378906,-80.54236602783203,6.252119541168213,6.252119541168213,6.252119541168213,1257,,,,26151,873849,
02:15:00.000-04:00,02:30:00.000-04:00,31.123668670654297,177.0614776611328,,,,43.465728759765625,-80.54267120361328,43.4658203125,-80.54249572753906,,,,303,,,,582670,293965,
02:30:00.000-04:00,02:45:00.000-04:00,15.346352577209473,,,,,,,,,,,,231,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,15.346352577209473,,,,,,,,,,,,26,,,,900000,,
