Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,24.2362117767334,144.1602783203125,,,,19.068695068359375,72.82839965820312,19.068756103515625,72.82846069335938,,,,336,,,,476373,165637
00:15:00.000-04:00,00:30:00.000-04:00,15.346354484558105,,,,,19.06868553161621,72.82838439941406,19.06873893737793,72.82842254638672,,,,282,,,,890416,
00:30:00.000-04:00,00:45:00.000-04:00,15.346354484558105,,,,,19.068687438964844,72.82838439941406,19.068687438964844,72.82838439941406,,,,39,,,,646732,
00:45:00.000-04:00,01:00:00.000-04:00,15.346354484558105,,,,,,,,,,,,,,,,866600,
01:00:00.000-04:00,01:15:00.000-04:00,15.346354484558105,,,,,,,,,,,,74,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,15.346353530883789,,,,,19.068628311157227,72.8283920288086,19.068628311157227,72.8283920288086,,,,132,,,,805709,
01:30:00.000-04:00,01:45:00.000-04:00,15.346353530883789,,,,,,,,,,,,48,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,15.346353530883789,,,,,,,,,,,,155,,,,900000,
02:00:00.000-04:00,02:15:00.000-04:00,15.346353530883789,,,,,19.06868553161621,72.82837677001953,19.068702697753906,72.82838439941406,,,,98,,,,900000,
02:15:00.000-04:00,02:30:00.000-04:00,15.346353530883789,,,,,19.068687438964844,72.82838439941406,19.068687438964844,72.82838439941406,,,,51,,,,900000,
02:30:00.000-04:00,02:45:00.000-04:00,15.346352577209473,,,,,,,,,,,,83,,,,789819,
02:45:00.000-04:00,03:00:00.000-04:00,15.346353530883789,,,,,19.068632125854492,72.82826232910156,19.06877326965332,72.82841491699219,,,,112,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,17.07884407043457,29.784894943237305,,,,19.068681716918945,72.82842254638672,19.06879997253418,72.8284683227539,,,,80,,,,820176,32280
03:15:00.000-04:00,03:30:00.000-04:00,15.346354484558105,,,,,19.06869888305664,72.82842254638672,19.068758010864258,72.82846069335938,,,,8,,,,809150,
