Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Strength training duration (ms)
2016-01-19,1806.0994873046875,5140.916015625,,,,43.46904754638672,-80.55452728271484,43.47287368774414,-80.54156494140625,0.8628267049789429,2.3103463649749756,0.5458937287330627,12359,,,,,76568820,4836564,,
2016-01-20,1839.58740234375,5869.90966796875,,,,43.46821212768555,-80.55419921875,43.47221755981445,-80.53974914550781,1.2826282978057861,1.43171226978302,0.6826419234275818,10924,,,,,77411486,5416782,,
2016-01-21,1666.01513671875,2719.738525390625,,,,43.467140197753906,-80.55400848388672,43.47227478027344,-80.54257202148438,1.4752871990203857,3.5964982509613037,0.5124451518058777,5052,,,,,82256708,2233627,73786,
2016-01-22,1716.668212890625,3085.14111328125,,,,43.468849182128906,-80.55577087402344,43.47682571411133,-80.54264068603516,1.703403115272522,2.559999942779541,0.6499999761581421,6598,,,,,79965578,2623549,261948,
2016-01-23,1632.7779541015625,1461.058837890625,,,,43.46757888793945,-80.55482482910156,43.47374725341797,-80.55081939697266,1.2560936212539673,3.2202484607696533,0.5162363648414612,4386,,,,,79031510,1873626,,
2016-01-24,1600.5679931640625,1082.2366943359375,,,,43.46956253051758,-80.55384063720703,43.47018051147461,-80.55277252197266,0.6100000143051147,0.6100000143051147,0.6100000143051147,3274,,,,,81893408,1324622,,
2016-01-25,1798.0867919921875,5010.53955078125,,,,43.46821975708008,-80.553955078125,43.47248840332031,-80.53926086425781,,,,9491,,,,,79337888,4704281,,
2016-01-26,1712.95849609375,2905.073486328125,,,,43.46843338012695,-80.5550308227539,43.472625732421875,-80.5426254272461,2.132857084274292,5.220612525939941,0.5103920102119446,5555,,,,,78997120,2633631,271846,
2016-01-27,1842.6170654296875,5109.93798828125,,,,43.448665618896484,-80.5548324584961,43.48186492919922,-80.49495697021484,1.8793442249298096,15.780003547668457,0.511957049369812,9971,,,,,74352674,5092134,152456,
2016-01-28,1927.8798828125,6792.2822265625,,,,43.44626998901367,-80.55477142333984,43.4769287109375,-80.4843521118164,1.16804039478302,15.810113906860352,0.5003998279571533,13400,,,,,71336518,6926111,,
2016-01-29,1910.5482177734375,5048.57763671875,,,,43.46563720703125,-80.55640411376953,43.47238540649414,-80.53929901123047,1.1153349876403809,4.510000228881836,0.5048762559890747,8696,,,,,78538015,3906042,1109624,
2016-01-30,1778.36328125,3452.57470703125,,,,43.46915817260742,-80.55667114257812,43.47543716430664,-80.54654693603516,1.0214943885803223,2.630000114440918,0.5108815431594849,7134,,,,,80232285,3417343,407797,
2016-01-31,1673.8433837890625,1918.8448486328125,,,,43.469459533691406,-80.553955078125,43.47017288208008,-80.55280303955078,1.1220917701721191,3.608670234680176,0.8372573852539062,4728,,,,,81089164,2224053,155995,
2016-02-01,1774.3743896484375,3536.5615234375,,,,43.46817398071289,-80.5538330078125,43.472267150878906,-80.5425796508789,1.5885841846466064,1.5885841846466064,1.5885841846466064,6506,,,,,79620768,2735842,669875,
2016-02-02,1831.6761474609375,5080.4794921875,,,,43.449588775634766,-80.55389404296875,43.500038146972656,-80.49607849121094,2.02952241897583,17.700000762939453,0.5024937987327576,10238,,,,,73453354,4797324,167706,
2016-02-03,1861.1776123046875,5412.9462890625,,,,43.46672058105469,-80.55435180664062,43.47311019897461,-80.54076385498047,2.8849053382873535,6.431119441986084,0.6918092370033264,10917,,,,,76411118,4339317,564316,
2016-02-04,1754.8370361328125,3503.51123046875,,,,43.46949005126953,-80.55411529541016,43.472259521484375,-80.54267120361328,1.472625494003296,2.890155553817749,0.5249761939048767,6995,,,,,76012538,3040335,325731,
2016-02-05,1755.70556640625,4007.45703125,,,,43.46723937988281,-80.55809020996094,43.47296905517578,-80.54158020019531,1.9011812210083008,5.740077972412109,0.5385164618492126,8352,,,,,78457002,3766545,90487,
2016-02-06,1842.8739013671875,5468.95849609375,,,,43.468467712402344,-80.55516052246094,43.47572326660156,-80.54337310791016,1.5008885860443115,6.680007457733154,0.5008991956710815,10282,,,,,78369284,4432292,331837,
2016-02-07,1668.60546875,1553.1793212890625,,,,43.45875549316406,-80.55615997314453,43.47040557861328,-80.55227661132812,5.767689228057861,25.450002670288086,0.6299999952316284,4934,,,,369245,80648845,1663754,84587,
2016-02-08,1830.303955078125,6376.25732421875,,,,43.468204498291016,-80.5542221069336,43.472042083740234,-80.5415267944336,1.0236822366714478,2.680466413497925,0.5000999569892883,10443,,,,,77723676,4995874,77086,
2016-02-09,1715.676025390625,3021.199951171875,,,,43.4694938659668,-80.55416107177734,43.47244644165039,-80.543701171875,1.3774386644363403,1.9402320384979248,0.7900000214576721,6063,,,,,80827374,3085095,60566,
2016-02-10,1830.7060546875,4896.20556640625,,,,43.46816635131836,-80.55438232421875,43.472171783447266,-80.54246520996094,2.1732242107391357,5.561384677886963,0.9413288235664368,11656,,,,,78636534,4831276,137871,
2016-02-11,1765.7886962890625,3690.950927734375,,,,43.46878433227539,-80.55403900146484,43.472408294677734,-80.54341125488281,1.326075553894043,2.326972246170044,0.5547071099281311,7096,,,,,78295567,2932770,471950,
2016-02-12,1748.8792724609375,3678.91650390625,,,,43.448585510253906,-80.5540542602539,43.476783752441406,-80.4951400756836,2.635978937149048,13.999608039855957,0.5141984224319458,7847,,,,,76158812,3411821,198074,
2016-02-13,1599.947021484375,919.5214233398438,,,,43.465904235839844,-80.55342102050781,43.47390365600586,-80.5496597290039,1.8128901720046997,5.74114990234375,0.5580322742462158,2516,,,,,83681986,632543,246205,
2016-02-14,1541.962158203125,276.62701416015625,,,,43.4470100402832,-80.59951782226562,43.47579574584961,-80.54981231689453,7.205330848693848,16.73029899597168,0.574282169342041,2138,,,,,80155107,320167,,
2016-02-15,1679.7384033203125,1845.403076171875,,,,43.46950149536133,-80.55330657958984,43.47414016723633,-80.54745483398438,0.8015609979629517,0.8015609979629517,0.8015609979629517,4405,,,,,83340191,2005030,255286,
2016-02-16,1799.0665283203125,3607.952880859375,,,,43.46943664550781,-80.55331420898438,43.47273254394531,-80.54202270507812,2.3036692142486572,5.840008735656738,0.5299999713897705,7310,,,,,82279464,2707325,839994,
2016-02-17,1931.685791015625,6924.5302734375,,,,43.40509796142578,-80.55323028564453,43.693695068359375,-79.37307739257812,4.116146564483643,28.5700626373291,0.5011985301971436,11935,,,,,69617711,5803805,518333,
2016-02-18,1710.5626220703125,3351.80517578125,,,,43.41049575805664,-80.55331420898438,43.69285202026367,-79.37580871582031,3.041330575942993,18.840042114257812,0.5024937987327576,7215,,,,,71129592,2747861,186678,
2016-02-19,1631.6741943359375,1980.60107421875,,,,43.46937561035156,-80.55342102050781,43.47194290161133,-80.54965209960938,1.27711021900177,2.0597572326660156,0.5108815431594849,4492,,,,,82228261,1857544,,
2016-02-20,1829.0673828125,4108.556640625,,,,43.46745681762695,-80.56794738769531,43.473941802978516,-80.54966735839844,1.3032124042510986,7.369999885559082,0.5024937987327576,6652,,,,,82222047,2267774,1159327,
2016-02-21,1626.833740234375,1574.6392822265625,,,,43.46843338012695,-80.55421447753906,43.47101593017578,-80.55261993408203,1.9282957315444946,2.4997000694274902,0.5096076726913452,4494,,,,,84439588,1755614,,
2016-02-22,1846.3486328125,5970.60791015625,96.0,96.0,96.0,43.46821594238281,-80.55401611328125,43.4715576171875,-80.5388412475586,1.4750498533248901,3.644845724105835,0.5536243915557861,10224,,,,,80659301,4898949,248881,
2016-02-23,1659.6912841796875,2140.569091796875,,,,43.46963119506836,-80.55398559570312,43.47245788574219,-80.54354858398438,1.2998961210250854,1.7980544567108154,0.9140022397041321,4452,,,,,83858868,1394896,325830,39204
2016-02-24,1765.737060546875,3451.8466796875,,,,43.46821594238281,-80.55413055419922,43.47227478027344,-80.54261016845703,1.1834818124771118,1.5316004753112793,0.8215229511260986,6805,,,,,82245674,4154326,,
2016-02-25,1764.005859375,3743.005615234375,,,,43.4694709777832,-80.55421447753906,43.47235870361328,-80.54380798339844,1.3468877077102661,1.5771493911743164,1.1399999856948853,7331,,,,,79836008,3934950,64912,
2016-02-26,1939.4822998046875,5030.22412109375,,,,43.46760177612305,-80.56767272949219,43.474647521972656,-80.54328155517578,1.4823951721191406,16.150075912475586,0.50803542137146,9119,,,,,79551365,3799921,1313108,
2016-02-27,1705.1094970703125,2860.667724609375,,,,43.46919250488281,-80.55420684814453,43.477195739746094,-80.54544830322266,1.7610840797424316,6.580190181732178,0.5869412422180176,6288,,,,,82494863,2766831,153812,
2016-02-28,1578.492919921875,634.6104125976562,,,,43.46775436401367,-80.55441284179688,43.470977783203125,-80.5506362915039,1.689098596572876,2.5003199577331543,0.6067124605178833,2313,,,,,84780064,946430,,
2016-02-29,1988.00537109375,6383.6669921875,,,,43.46818923950195,-80.55490112304688,43.47282409667969,-80.54195404052734,1.2609035968780518,8.13015365600586,0.5215361714363098,11239,,,,,79057155,4798612,1355860,
2016-03-01,1709.309814453125,2747.646728515625,,,,43.469520568847656,-80.55406188964844,43.472476959228516,-80.54327392578125,1.246011734008789,1.6504846811294556,0.7099999785423279,6391,,,,,82920951,2542637,184946,
2016-03-02,1892.0826416015625,6431.10693359375,,,,43.45433044433594,-80.55433654785156,43.47308349609375,-80.53801727294922,3.671380043029785,11.175840377807617,0.50803542137146,11840,,,,,79161151,4827178,580001,
2016-03-03,1802.7139892578125,4023.85546875,,,,43.46680450439453,-80.569091796875,43.473812103271484,-80.5434341430664,1.2436996698379517,14.950270652770996,0.5295280814170837,7472,,,,,80589216,3009056,711470,
2016-03-04,1768.4881591796875,3691.86328125,,,,43.44892120361328,-97.0,50.000003814697266,-80.49118041992188,3.0119121074676514,14.880053520202637,0.5003998279571533,7480,,,,,78301173,3172628,453674,
2016-03-05,1677.9632568359375,2507.89453125,,,,43.46949005126953,-80.5542221069336,43.475318908691406,-80.54666900634766,1.2520771026611328,2.1493256092071533,0.8296987414360046,4981,,,,,83980933,2324827,94240,
2016-03-06,1642.263427734375,2313.30322265625,,,,43.46937561035156,-80.55419158935547,43.47563934326172,-80.54742431640625,0.7647557258605957,3.195387125015259,0.6484597325325012,4814,,,,,83489302,2038575,,
2016-03-07,1757.2359619140625,3900.238037109375,,,,43.46818161010742,-80.5541763305664,43.472408294677734,-80.54256439208984,0.9672078490257263,2.304126739501953,0.5445181727409363,7349,,,,,82409384,3358045,246204,
2016-03-08,1688.9224853515625,2234.986328125,,,,43.469581604003906,-80.55416107177734,43.47235870361328,-80.54331970214844,1.6176124811172485,2.0702173709869385,0.7083783745765686,4748,,,,,83696500,1721451,492499,
2016-03-09,1828.2864990234375,4668.74951171875,,,,43.4677734375,-80.56806945800781,43.473182678222656,-80.54249572753906,1.1735562086105347,2.7672369480133057,0.6389053463935852,8275,,,,,81088198,3667537,559856,
2016-03-10,1706.9405517578125,3229.623291015625,,,,43.467464447021484,-80.55413818359375,43.47591781616211,-80.52246856689453,2.1128385066986084,12.080037117004395,0.5200961232185364,6840,,,,,80187388,2706502,191457,
2016-03-11,1769.3487548828125,3212.984619140625,,,,43.403385162353516,-80.55316925048828,43.59524917602539,-79.61444854736328,5.1158270835876465,30.451026916503906,0.6356099247932434,6422,,,,,69531671,2771879,624517,
2016-03-12,1784.6075439453125,3672.918212890625,,,,43.5377082824707,-79.615234375,43.53986358642578,-79.61378479003906,1.3080145120620728,5.090628623962402,0.5044799447059631,10695,,,,,74265708,4477617,,
2016-03-13,1585.773193359375,1850.847900390625,,,,43.40447235107422,-80.55426788330078,43.60183334350586,-79.5986099243164,4.428289890289307,32.72999954223633,0.5003998279571533,5805,,,,,72840741,1741345,183955,
2016-03-14,1700.1187744140625,3263.29736328125,,,,43.46818923950195,-80.5542221069336,43.47101593017578,-80.54254913330078,1.450495958328247,2.565326452255249,0.7200000286102295,5786,,,,,82843374,2596206,189667,
2016-03-15,1709.679931640625,3210.02978515625,,,,43.46956253051758,-80.55424499511719,43.47229766845703,-80.54376983642578,0.7204781770706177,0.9914131164550781,0.5390732884407043,5697,,,,,82897928,3006429,65771,
2016-03-16,1809.8446044921875,5215.21044921875,,,,43.468196868896484,-80.55418395996094,43.47552490234375,-80.5417251586914,1.8114854097366333,4.340288162231445,0.5261178612709045,9689,,,,,80299315,4850464,,
2016-03-17,1799.3350830078125,4661.267578125,,,,43.46945571899414,-80.55416107177734,43.47230529785156,-80.54383850097656,1.402256965637207,2.6600754261016846,0.5048762559890747,9053,,,,,81823737,4455042,121221,
2016-03-18,1735.479736328125,3629.82080078125,,,,43.469608306884766,-80.5542221069336,43.47203826904297,-80.54325866699219,1.6773948669433594,2.688121795654297,0.5315073132514954,7690,,,,,82509623,3633474,,
2016-03-19,1929.8363037109375,4302.5361328125,,,,43.46946716308594,-80.55420684814453,43.47347640991211,-80.54264831542969,1.555682897567749,2.3476369380950928,0.5107837319374084,10130,,,,,74686062,4485808,1029612,
2016-03-20,1635.3092041015625,1216.0208740234375,,,,43.46949005126953,-80.5545883178711,43.47025680541992,-80.55284118652344,1.249070644378662,2.7801618576049805,0.6171709895133972,3666,,,,,84186610,1575918,147942,
2016-03-21,1776.25732421875,3768.772705078125,,,,43.46820831298828,-80.5542221069336,43.47213363647461,-80.5422134399414,1.4131046533584595,3.680339813232422,0.5522680282592773,7755,,,,,81270779,3133534,529606,
2016-03-22,1766.0638427734375,3549.2275390625,,,,43.46942138671875,-80.5542221069336,43.472740173339844,-80.54353332519531,1.2314457893371582,2.6600186824798584,0.5608921647071838,7595,,,,,80852028,3441224,285715,
2016-03-23,1822.1783447265625,5064.74560546875,,,,43.46820068359375,-80.55438995361328,43.47552490234375,-80.54252624511719,1.1339340209960938,1.886796236038208,0.5092150568962097,10220,,,,,80968867,4796245,120857,29061
2016-03-24,1926.31103515625,6983.77978515625,,,,43.468170166015625,-80.56784057617188,43.473941802978516,-80.54383850097656,1.558340072631836,9.803448677062988,0.519711434841156,11683,,,,,78356348,6115464,307019,35245
2016-03-25,1690.592529296875,2252.122314453125,,,,43.45592498779297,-80.59909057617188,43.472599029541016,-80.5497055053711,3.258707284927368,17.350011825561523,0.5215361714363098,5580,,,,,76146723,2660908,63486,35098
2016-03-26,1938.553466796875,6629.4326171875,75.0,75.0,75.0,43.469120025634766,-80.55426788330078,43.47161102294922,-80.54972076416016,0.8002779483795166,2.9302730560302734,0.5044799447059631,10461,,,,,80688174,3834837,1027054,60682
2016-03-27,1901.0546875,4630.865234375,76.0,76.0,76.0,43.469547271728516,-80.55471801757812,43.47167205810547,-80.54966735839844,1.1891777515411377,3.2355833053588867,0.5056678652763367,9084,,,,,78675066,4449941,802137,110707
2016-03-28,1767.119873046875,3588.250732421875,,,,43.46820831298828,-80.55416870117188,43.47216796875,-80.54170227050781,2.291372060775757,5.4000091552734375,0.7421590089797974,7818,,,,,82052530,3939622,66618,49786
2016-03-29,1823.7017822265625,4760.837890625,,,,43.467674255371094,-80.56795501708984,43.47238540649414,-80.5431900024414,2.9541356563568115,6.434010982513428,0.5336665511131287,9740,,,,,78748437,4335377,310425,55021
2016-03-30,1749.609619140625,3315.610107421875,75.0,75.0,75.0,43.40349578857422,-80.55420684814453,43.68682098388672,-79.58666229248047,5.0022358894348145,30.610002517700195,0.5059643983840942,8022,,,,,70005590,3784382,,53268
2016-03-31,1669.931396484375,1882.4984130859375,,,,19.02671241760254,11.792847633361816,48.352664947509766,72.87448120117188,2.3355021476745605,15.762855529785156,0.5099999904632568,6252,,,,,73852772,2167200,152470,
2016-04-01,1622.119140625,1008.4443359375,,,,19.027828216552734,72.82284545898438,19.069286346435547,72.86482238769531,4.310995578765869,18.840011596679688,1.2301626205444336,4666,,,,,69605192,1693841,,
2016-04-02,1540.1651611328125,95.84947967529297,,,,19.06842803955078,72.82820129394531,19.06898307800293,72.82848358154297,,,,2883,,,,,84583729,204136,,48840
2016-04-03,1613.8043212890625,727.584228515625,,,,19.0208797454834,72.82377624511719,19.069549560546875,72.86573028564453,,,,4571,,,,,72253406,1445439,,60412
2016-04-04,1607.864990234375,734.5440063476562,,,,19.059825897216797,72.82432556152344,19.068981170654297,72.82962036132812,,,,2965,,,,,82066701,1435486,,
2016-04-05,1546.1754150390625,96.96537017822266,,,,19.05821418762207,72.8243179321289,19.07151222229004,72.82849884033203,,,,1699,,,,,84199407,191032,,115023
2016-04-06,1562.5074462890625,297.4093933105469,,,,19.046077728271484,72.82019805908203,19.068923950195312,72.82845306396484,,,,3390,,,,,80560144,514404,31202,49836
2016-04-07,1594.5614013671875,567.0869140625,,,,19.06156349182129,72.82405090332031,19.115867614746094,72.83451080322266,,,,3924,,,,,72848796,1120534,,56965
2016-04-08,1598.796630859375,452.267578125,,,,19.025222778320312,72.82035827636719,19.06884765625,72.86500549316406,,,,5002,,,,,75983181,932367,91485,88061
2016-04-09,1695.8350830078125,632.0178833007812,,,,19.06147575378418,72.82266998291016,19.070396423339844,72.8300552368164,,,,5622,,,,,74574791,1327473,718448,
2016-04-10,1569.94287109375,220.63307189941406,,,,19.06173324584961,72.82379150390625,19.068872451782227,72.8284912109375,,,,8560,,,,,62587729,705718,,53728
2016-04-11,1560.4447021484375,138.9859619140625,,,,19.068342208862305,72.8281021118164,19.06889533996582,72.8284912109375,2.7342336177825928,6.315069198608398,0.6902897953987122,3411,,,,,77040702,536851,,57234
2016-04-12,1560.764892578125,309.2259216308594,,,,19.027130126953125,72.82351684570312,19.070890426635742,72.87538146972656,3.735445499420166,17.28551483154297,0.5333853960037231,4682,,,,,76564175,559946,,47192
2016-04-13,1637.09326171875,1101.3096923828125,,,,19.045162200927734,72.82390594482422,19.09998893737793,72.87462615966797,2.643796443939209,22.393938064575195,0.5300942659378052,5023,,,,,38634766,1445533,219745,
2016-04-14,1708.5137939453125,2788.41796875,,,,43.4096794128418,-80.5541763305664,43.686256408691406,-79.593994140625,4.301999568939209,30.090042114257812,0.5000999569892883,8536,,,,,36659444,2880947,129012,
2016-04-15,1722.9322509765625,3376.883056640625,,,,43.469566345214844,-80.55455017089844,43.4730110168457,-80.54171752929688,1.0794979333877563,4.180107593536377,0.5199999809265137,7185,,,,,80817469,3296576,,70939
2016-04-16,1852.5821533203125,5652.734375,,,,43.469581604003906,-80.55445098876953,43.4730339050293,-80.5337905883789,1.0658926963806152,2.3935329914093018,0.5246903300285339,11005,,,,,79392355,5113609,172975,71000
2016-04-17,1605.6357421875,918.9226684570312,,,,43.46958541870117,-80.55440521240234,43.47159194946289,-80.54885864257812,1.4157437086105347,15.88630199432373,0.5093132853507996,3357,,,,,81506339,1203455,,118594
2016-04-18,1752.13134765625,4011.735595703125,,,,43.469322204589844,-80.55421447753906,43.47120666503906,-80.55235290527344,2.0266239643096924,5.470081806182861,0.5433230996131897,7640,,,,,81680300,3198158,197023,153490
2016-04-19,1617.1864013671875,1188.740234375,,,,43.46937561035156,-80.55423736572266,43.470149993896484,-80.55281066894531,1.7478601932525635,2.950016975402832,0.5824946165084839,4123,,,,,83824398,1396544,,121331
2016-04-20,1571.968505859375,622.601806640625,,,,43.46925354003906,-80.55419158935547,43.47015380859375,-80.55253601074219,0.9247636198997498,1.30034601688385,0.5491812229156494,3532,,,,,84564900,755000,,45418
2016-04-21,1617.1162109375,837.4342041015625,77.0,77.0,77.0,43.46962356567383,-80.55419921875,43.470458984375,-80.55278015136719,1.505841851234436,3.010016679763794,0.530377209186554,3936,,,,,84093569,1265996,60786,116481
2016-04-22,1838.4376220703125,3901.06787109375,,,,43.40375900268555,-80.5540542602539,43.604034423828125,-79.60684204101562,2.6287403106689453,23.84007453918457,0.5032891631126404,10950,,,,,65500399,4547856,341182,
2016-04-23,2251.85400390625,10792.212890625,,,,37.61634063720703,-122.50960540771484,43.68375015258789,-79.59077453613281,4.6621928215026855,33.68440246582031,0.5092150568962097,19094,,,,,47013763,12388029,,53302
2016-04-24,2455.74365234375,14065.580078125,73.0,73.0,73.0,37.72013854980469,-122.46595764160156,37.79517364501953,-122.3943099975586,1.808991551399231,13.80739688873291,0.50803542137146,24653,,,,,67026800,15589993,61603,134598
2016-04-25,2171.4482421875,8455.6474609375,,,,37.579254150390625,-122.47982025146484,37.85679244995117,-122.34432983398438,2.666364908218384,31.852266311645508,0.5,16003,,,,1023901,65560704,8053389,695739,53947
2016-04-26,2240.776611328125,11660.427734375,,,,37.7608757019043,-122.43624877929688,37.80891036987305,-122.39334106445312,1.687834620475769,4.089364528656006,0.5003998279571533,17553,,,,,74597878,7908148,1875665,71527
2016-04-27,2629.915283203125,18078.25390625,,,,37.49094009399414,-122.43606567382812,37.80769348144531,-121.87509155273438,2.16180419921875,30.600027084350586,0.5162363648414612,28604,67.0,67.0,67.0,,60374399,18083361,338094,61165
2016-04-28,1957.3602294921875,10324.7275390625,,,,37.605316162109375,-122.43631744384766,37.87028121948242,-122.03219604492188,2.2213852405548096,30.190000534057617,0.5217278599739075,16116,,,,,66180849,8999148,,
2016-04-29,1980.73388671875,6244.3642578125,,,,37.760990142822266,-122.43721008300781,37.80741500854492,-122.39852142333984,1.8283668756484985,15.479334831237793,0.5056678652763367,14586,,,,,65045242,9455513,,
2016-04-30,2358.7255859375,15390.9443359375,,,,37.76091384887695,-122.44322967529297,37.80857849121094,-122.3929672241211,1.231473445892334,9.291097640991211,0.50803542137146,25919,,,,,66704353,16486964,,
2016-05-01,1679.568115234375,2474.563720703125,86.0,86.0,86.0,37.615352630615234,-122.43616485595703,43.695213317871094,-79.5661849975586,4.824857234954834,33.020606994628906,0.5147814750671387,7947,,,,,47245096,3483821,157832,
2016-05-02,1697.49609375,4148.01123046875,,,,43.46494674682617,-80.54574584960938,43.47260284423828,-80.53997039794922,1.3822388648986816,11.920269012451172,0.5688585042953491,8377,,,,,81664614,3338037,363904,
2016-05-03,1724.68017578125,3450.108642578125,,,,43.465576171875,-80.5682373046875,43.474639892578125,-80.53905487060547,2.3169305324554443,15.658307075500488,0.7206247448921204,9691,,,,,78822444,2987387,743443,
2016-05-04,1612.1983642578125,2595.8310546875,,,,43.46552658081055,-80.54541778564453,43.47270202636719,-80.54015350341797,3.637552261352539,7.229114532470703,0.5234500765800476,6343,,,,,83151152,2568229,,
2016-05-05,1658.164794921875,3484.5625,,,,43.46525192260742,-80.56787872314453,43.47437286376953,-80.53931427001953,1.2862387895584106,20.26000213623047,0.519711434841156,6962,,,,,77833744,2411785,328311,
2016-05-06,1669.377685546875,3513.736572265625,,,,43.465492248535156,-80.54502868652344,43.472503662109375,-80.54004669189453,1.122847318649292,2.4624581336975098,0.5423098802566528,9513,,,,,74848268,3654279,,
2016-05-07,1698.6009521484375,3033.086669921875,,,,43.465328216552734,-80.54290008544922,43.47249984741211,-80.53730773925781,0.9558179974555969,2.8499999046325684,0.5077400803565979,9992,,,,,76089989,3653537,236638,
2016-05-08,1489.7042236328125,209.21221923828125,,,,43.46516036987305,-80.54280853271484,43.465877532958984,-80.54256439208984,7.704369068145752,7.704369068145752,7.704369068145752,2001,,,,,85829772,306575,,
2016-05-09,1600.1337890625,2046.342041015625,,,,43.465721130371094,-80.54461669921875,43.4724006652832,-80.5415267944336,1.2684495449066162,1.6124515533447266,0.7829431295394897,5551,,,,,81231736,2299265,,28740
2016-05-10,1585.4215087890625,2092.6025390625,,,,43.46532440185547,-80.54462432861328,43.47260665893555,-80.53998565673828,2.4028961658477783,4.128014087677002,0.5,4938,,,,,80668608,2042779,,26048
2016-05-11,1992.9052734375,8124.44677734375,,,,43.465667724609375,-80.54842376708984,43.475685119628906,-80.53628540039062,1.6761811971664429,2.9107558727264404,0.5300942659378052,15145,,,,,72691831,5824029,1624651,52034
2016-05-12,1732.5770263671875,3394.25341796875,,,,43.4647331237793,-80.54745483398438,43.472591400146484,-80.54206848144531,2.6284759044647217,7.160006999969482,0.5011985301971436,7744,,,,,75675574,3952521,242917,44620
2016-05-13,2012.25146484375,7403.0986328125,,,,43.443851470947266,-80.57093048095703,43.490055084228516,-80.49195098876953,3.697969913482666,22.660221099853516,0.5063595175743103,13487,,,,,71186670,4397661,2155648,112563
2016-05-14,1477.437744140625,,,,,43.46567153930664,-80.54292297363281,43.46623229980469,-80.54219818115234,0.5871900320053101,0.6600000262260437,0.519711434841156,1403,,,,,86258861,,,44261
2016-05-15,1624.7100830078125,2404.941162109375,,,,43.46563720703125,-80.56779479980469,43.47309494018555,-80.53449249267578,2.2478911876678467,13.581623077392578,0.5220153331756592,6082,,,,,79256298,2101858,283122,32216
2016-05-16,1778.5372314453125,4473.890625,,,,43.46338653564453,-80.54512023925781,43.47270202636719,-80.5399398803711,1.8259159326553345,7.186793327331543,0.5755866765975952,9785,,,,,79634504,3926347,740174,35478
2016-05-17,1861.807861328125,7622.08349609375,,,,43.465606689453125,-80.5491943359375,43.4730339050293,-80.53980255126953,1.2576595544815063,3.691354751586914,0.5154609680175781,12751,,,,,78264832,5369283,636862,87288
2016-05-18,1749.53564453125,6174.59423828125,,,,43.46553421020508,-80.5450210571289,43.473060607910156,-80.53823852539062,1.3438135385513306,2.696145534515381,0.5024937987327576,10954,,,,,80087737,5131470,,
2016-05-19,1827.9034423828125,6532.30859375,,,,43.465599060058594,-80.5677719116211,43.47446823120117,-80.53894805908203,1.6619995832443237,9.273931503295898,0.5255473256111145,11612,,,,,75194774,5830454,299892,42812
2016-05-20,1562.006591796875,1960.9005126953125,,,,43.46553421020508,-80.54590606689453,43.47280502319336,-80.54229736328125,1.9795093536376953,3.7402138710021973,0.5203844904899597,3973,,,,,84025107,1566929,,47776
2016-05-21,1921.845703125,4791.05078125,,,,43.410423278808594,-80.54306030273438,43.59526062011719,-79.60372161865234,6.118584156036377,31.73015594482422,0.5103920102119446,11032,,,,,61784734,5844804,1041103,50624
2016-05-22,1758.70947265625,2053.14990234375,,,,43.538841247558594,-79.61518096923828,43.539581298828125,-79.61418914794922,3.3954527378082275,7.183432102203369,0.5115662217140198,7007,,,,,73262793,3713890,665336,48696
2016-05-23,1602.8570556640625,1750.918212890625,,,,43.40935134887695,-80.54270935058594,43.59780502319336,-79.59880065917969,4.6005778312683105,30.230005264282227,0.7224956750869751,5271,,,,,69015611,2319654,,54004
2016-05-24,1952.0726318359375,8239.3984375,,,,43.4422607421875,-80.56788635253906,43.47787094116211,-80.48554229736328,2.047231912612915,16.05037498474121,0.5000999569892883,13583,,,,,70896133,7329614,617547,96163
2016-05-25,1658.472900390625,2865.5908203125,,,,43.465476989746094,-80.54541015625,43.47220993041992,-80.54074096679688,1.2852543592453003,4.820000171661377,0.5115662217140198,5679,,,,,80657568,3356525,,51075
2016-05-26,1931.1177978515625,7869.3837890625,67.0,67.0,67.0,43.44309616088867,-80.55010223388672,43.47592544555664,-80.49308013916016,1.4512438774108887,15.770155906677246,0.5056678652763367,13025,,,,,73978640,6731503,446923,322093
2016-05-27,1994.54052734375,7743.5830078125,,,,43.464298248291016,-80.5450668334961,43.48997116088867,-80.49236297607422,2.631948947906494,21.000001907348633,0.5069516897201538,13103,,,,,73821641,8979474,124092,99747
2016-05-28,1894.0841064453125,5627.0048828125,,,,43.46541213989258,-80.55326843261719,43.47536087036133,-80.5415267944336,1.2574859857559204,10.580018997192383,0.5408326983451843,11572,,,,,72429087,6951215,315630,48629
2016-05-29,1533.989501953125,285.2060546875,,,,43.46559143066406,-80.54309844970703,43.46608352661133,-80.54137420654297,1.1465284824371338,6.039999961853027,0.642806351184845,1987,,,,,83706199,1026304,,59790
2016-05-30,1650.947265625,2439.92822265625,,,,43.46491622924805,-80.54502868652344,43.47267150878906,-80.54014587402344,1.2745299339294434,2.305558443069458,0.708801805973053,5318,,,,,78638033,2364330,414130,
