Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Strength training duration (ms)
2016-05-31,1776.6622314453125,4474.375,,,,43.4654655456543,-80.55030059814453,43.47523498535156,-80.5406494140625,1.1891642808914185,2.957465171813965,0.5015974640846252,9142,,,,590417,76939563,4127744,319039,
2016-06-01,1647.7479248046875,2853.503662109375,,,,43.46567916870117,-80.54537963867188,43.47286605834961,-80.54202270507812,1.5662084817886353,3.1591928005218506,0.5154609680175781,6702,,,,,78317024,3077130,,96554
2016-06-02,1639.38134765625,2729.786376953125,,,,43.465362548828125,-80.54471588134766,43.472328186035156,-80.54137420654297,1.3990917205810547,4.0885329246521,0.5060632228851318,5058,,,,,81570272,1846569,505565,51908
2016-06-03,1614.0916748046875,2718.98681640625,,,,43.46357727050781,-80.54304504394531,43.47263717651367,-80.53678894042969,2.305539131164551,4.2242751121521,0.5707013607025146,4497,,,,,83313359,1905907,275108,42969
2016-06-04,1715.814453125,3417.664794921875,,,,43.46384811401367,-80.54334259033203,43.476505279541016,-80.51387786865234,1.1502079963684082,14.610085487365723,0.5162363648414612,7896,,,,,74453156,4404580,,42573
2016-06-05,1628.9052734375,2929.06787109375,,,,43.46516418457031,-80.54965209960938,43.47478485107422,-80.54229736328125,4.900139331817627,8.880005836486816,0.5056678652763367,6210,,,,,82727801,2163936,200413,50880
2016-06-06,1683.7216796875,3367.3837890625,,,,43.46523666381836,-80.54443359375,43.47261047363281,-80.53652954101562,0.9952180981636047,5.449999809265137,0.5200961232185364,7725,,,,,80497317,3314970,232069,43537
2016-06-07,1620.011962890625,2656.782958984375,,,,43.46324157714844,-80.54508209228516,43.472591400146484,-80.54116821289062,0.9179815649986267,3.3118574619293213,0.5215361714363098,5802,,,,,81639041,2657434,,43710
2016-06-08,1814.586669921875,4660.74169921875,,,,43.465538024902344,-80.54928588867188,43.51568603515625,-80.49185180664062,4.0503997802734375,14.860013008117676,0.5000999569892883,9410,,,,,74784442,5184282,450526,45522
2016-06-09,1864.365966796875,6950.9912109375,,,,43.45998001098633,-80.54601287841797,43.472537994384766,-80.53411102294922,1.2531250715255737,3.3390564918518066,0.5300942659378052,14219,,,,,77547060,6836250,64926,42734
2016-06-10,2036.3099365234375,8972.435546875,,,,43.462581634521484,-80.5468521118164,43.50004959106445,-80.49199676513672,1.6148195266723633,15.182964324951172,0.5108815431594849,17733,,,,,71612083,9127163,558645,50161
2016-06-11,1728.16064453125,4323.16357421875,,,,43.463592529296875,-80.54984283447266,43.47514343261719,-80.53687286376953,1.7597849369049072,9.500889778137207,0.5135172605514526,7743,,,,,79166438,4663911,,48565
2016-06-12,1687.331787109375,4598.89111328125,,,,43.46556091308594,-80.5496826171875,43.47488021850586,-80.54225158691406,1.4005190134048462,3.8029067516326904,0.5656853914260864,7803,,,,,80538831,3688464,,54187
2016-06-13,1662.3280029296875,3528.64306640625,,,,43.46563720703125,-80.54583740234375,43.473331451416016,-80.53706359863281,1.0089128017425537,1.9402320384979248,0.5770615339279175,12361,,,,,80992017,3412057,,62893
2016-06-14,1668.151611328125,4002.269775390625,,,,43.46308898925781,-80.54959869384766,43.474727630615234,-80.54178619384766,1.002494215965271,3.0869076251983643,0.5292447805404663,7664,,,,,81940811,3519096,,56458
2016-06-15,1620.5592041015625,2329.763671875,,,,43.465415954589844,-80.54502868652344,43.47235107421875,-80.54029846191406,2.716538667678833,4.590011119842529,0.5000999569892883,4933,,,,,80643307,2744012,,
2016-06-16,1637.2357177734375,2661.2021484375,,,,43.465675354003906,-80.54519653320312,43.47262191772461,-80.54061889648438,1.2185068130493164,2.88383412361145,0.550000011920929,5934,,,,,78313590,2956710,,55985
2016-06-17,1715.109130859375,3975.849365234375,,,,43.46397018432617,-80.5457763671875,43.47683334350586,-80.51403045654297,1.6157488822937012,12.080065727233887,0.5021951794624329,7885,,,,,77694501,4461115,,25157
2016-06-18,1546.21484375,397.753662109375,,,,43.46541213989258,-80.54293060302734,43.465946197509766,-80.5423355102539,4.086391925811768,8.029999732971191,0.5208646655082703,1778,,,,,83723436,1247444,,63562
2016-06-19,1552.8756103515625,968.3434448242188,,,,43.465328216552734,-80.5500259399414,43.475154876708984,-80.54215240478516,1.7330485582351685,11.630038261413574,0.5565967559814453,3232,,,,,79969362,1373773,,62299
2016-06-20,1592.84716796875,2184.926513671875,,,,43.465675354003906,-80.5444107055664,43.470706939697266,-80.54182434082031,2.8733556270599365,6.600189685821533,0.5166236758232117,5152,,,,,82303447,2227504,,
2016-06-21,1842.3741455078125,6315.3095703125,,,,43.463722229003906,-80.59326171875,43.50111770629883,-80.52346801757812,1.7935227155685425,17.68206214904785,0.5281098484992981,11601,,,,,75222245,5534950,588087,
2016-06-22,1760.4072265625,4601.0361328125,,,,43.46497344970703,-80.54512023925781,43.472679138183594,-80.5369873046875,1.3713263273239136,6.179999828338623,0.5203844904899597,8063,,,,,75212764,4362151,382331,
2016-06-23,1747.2939453125,4654.53076171875,,,,43.44039535522461,-80.56787109375,43.473941802978516,-80.49201965332031,2.3496150970458984,15.821023941040039,0.5021951794624329,9045,,,,,69864278,4371767,276743,
2016-06-24,1733.4111328125,3489.416748046875,,,,43.46541213989258,-80.54833221435547,43.481719970703125,-80.5234146118164,1.50033438205719,10.790667533874512,0.5261178612709045,6155,,,,,76426818,1941399,1264034,
2016-06-25,1614.9951171875,2199.927001953125,,,,43.46558380126953,-80.54800415039062,43.474700927734375,-80.54225158691406,4.92556095123291,11.110072135925293,0.5099999904632568,4681,,,,,82843462,2634933,,
2016-06-26,1936.22900390625,8133.16748046875,,,,43.46335220336914,-80.55001831054688,43.476993560791016,-80.53471374511719,3.5267152786254883,14.770122528076172,0.5246903300285339,11337,,,,931831,77413771,4805669,1227813,
2016-06-27,1661.2548828125,2096.070556640625,,,,43.46448516845703,-80.54275512695312,43.46603012084961,-80.54214477539062,2.89001727104187,2.89001727104187,2.89001727104187,5362,,,,,79681151,2237529,526666,35744
2016-06-28,1718.268798828125,4261.77392578125,,,,43.463722229003906,-80.56857299804688,43.475013732910156,-80.53968048095703,,,,9159,,,,,78615238,3761042,189737,202175
2016-06-29,1724.442626953125,3541.364990234375,,,,43.46560287475586,-80.54283142089844,43.4726676940918,-80.5362777709961,1.4310307502746582,1.9949185848236084,0.5769748687744141,6101,,,,,82103339,1714881,1179407,32745
2016-06-30,1789.8629150390625,5669.80712890625,,,,43.46544647216797,-80.54524993896484,43.47275161743164,-80.53675842285156,1.163446307182312,2.2310984134674072,0.5,11993,,,,,78838788,5637422,89472,32609
2016-07-01,1873.5625,6246.435546875,,,,43.463436126708984,-80.55235290527344,43.47556686401367,-80.53739166259766,2.103182792663574,5.7163801193237305,0.5423098802566528,11033,,,,,76595589,3711961,1637941,
2016-07-02,1778.9893798828125,4521.04296875,,,,43.463619232177734,-80.54298400878906,43.518245697021484,-80.4935531616211,1.7414401769638062,16.600915908813477,0.5503635406494141,8352,,,,,77588826,3294200,1005518,
2016-07-03,1661.5673828125,2948.12158203125,,,,43.463409423828125,-80.54285430908203,43.474159240722656,-80.5354995727539,0.8908137679100037,1.3905754089355469,0.5308483242988586,5962,,,,,80937019,2266426,503300,52913
2016-07-04,1688.145263671875,3260.48046875,,,,43.465736389160156,-80.54507446289062,43.4730224609375,-80.53992462158203,2.5468342304229736,7.98494815826416,0.5147814750671387,6188,,,,,78281559,2397074,668751,45440
2016-07-05,1890.7454833984375,7940.958984375,,,,43.46527862548828,-80.55001068115234,43.47492218017578,-80.53693389892578,1.1254165172576904,2.020098924636841,0.5458937883377075,12055,,,,,78515274,5961954,679850,49803
2016-07-06,1968.48681640625,8819.744140625,,,,43.46574401855469,-80.5494613647461,43.47706985473633,-80.53711700439453,2.157210111618042,6.174665927886963,0.5283938050270081,13798,,,,,77964777,6788082,861047,60640
2016-07-07,1738.52978515625,4964.009765625,,,,43.46505355834961,-80.54573822021484,43.472679138183594,-80.53743743896484,3.345740795135498,10.490076065063477,0.5423098802566528,9494,,,,,80363062,4506928,184599,
2016-07-08,1966.9139404296875,7253.71435546875,,,,43.40534591674805,-80.54544830322266,43.594871520996094,-79.61211395263672,2.547287940979004,30.530027389526367,0.5315072536468506,14094,,,,,67716603,6930855,938558,67872
2016-07-09,1533.9915771484375,751.9764404296875,,,,43.53881072998047,-79.61532592773438,43.53969192504883,-79.61421203613281,1.5567760467529297,9.970767974853516,0.5048762559890747,4056,,,,,78035890,1105250,,
2016-07-10,1944.507080078125,7278.1875,,,,43.4075927734375,-80.54535675048828,43.56644821166992,-79.61436462402344,4.9814372062683105,37.89033508300781,0.5554277896881104,13934,,,,,71883467,8780526,,
2016-07-11,2096.114990234375,12472.2607421875,,,,43.46548843383789,-80.54891204833984,43.476287841796875,-80.53619384765625,1.0969853401184082,3.810642957687378,0.5103920102119446,20559,67.0,67.0,67.0,,72181423,8862492,953172,
2016-07-12,1790.365966796875,6243.4501953125,,,,43.465667724609375,-80.55010986328125,43.47275161743164,-80.53629302978516,2.241842746734619,3.8003289699554443,0.5056678652763367,10697,,,,,79448046,5090253,290325,
2016-07-13,1713.328857421875,2884.626953125,,,,43.40454864501953,-80.54292297363281,43.595035552978516,-79.58414459228516,5.167179107666016,31.110580444335938,0.5215361714363098,6690,,,,,71765326,3397121,468682,
2016-07-14,2074.27734375,6672.6572265625,,,,43.53881072998047,-114.14083862304688,53.3081169128418,-79.55265045166016,2.7096166610717773,262.7122497558594,0.5001000165939331,16355,,,,,44784809,10498751,279909,
2016-07-15,1902.6868896484375,5145.3681640625,,,,50.9395866394043,-116.18099975585938,51.42305374145508,-114.00045013427734,5.5682573318481445,32.19287109375,0.5000999569892883,12416,,,,,57037225,7896106,,48373
2016-07-16,1947.2398681640625,6724.6396484375,,,,51.38056564331055,-116.54108428955078,51.497520446777344,-116.17791748046875,2.3492393493652344,20.440088272094727,0.5308483242988586,16297,,,,,56884856,8731887,,
2016-07-17,2117.25927734375,8744.748046875,,,,51.144710540771484,-116.2475814819336,51.42991256713867,-115.55542755126953,2.2553040981292725,22.01505470275879,0.5188448429107666,19828,,,,,55096133,11771719,60145,
2016-07-18,1805.1485595703125,4220.4384765625,,,,51.16813659667969,-116.1908187866211,51.430335998535156,-115.56793212890625,2.2498884201049805,22.840009689331055,0.5021951794624329,11767,,,,,62850407,6170930,,
2016-07-19,1876.169677734375,5476.099609375,,,,51.13469696044922,-117.07137298583984,52.17466735839844,-115.40679931640625,2.9043002128601074,30.12239646911621,0.5092150568962097,14978,,,,,54516759,7498979,,
2016-07-20,1739.2696533203125,3099.4599609375,,,,52.18347930908203,-118.0904769897461,52.92243957519531,-117.06448364257812,4.228486061096191,31.222057342529297,0.5000999569892883,10344,,,,,55308097,4812736,62631,
2016-07-21,1876.150634765625,4896.89404296875,,,,52.82794952392578,-118.10202026367188,52.927669525146484,-118.05313873291016,1.9984921216964722,21.35008430480957,0.5000999569892883,15442,,,,,57557921,7353643,62827,
2016-07-22,1587.7490234375,2066.988037109375,,,,52.2017936706543,-118.09489440917969,52.87931442260742,-117.22301483154297,6.853367328643799,34.49974822998047,0.5103920102119446,13108,,,,,84266637,2133363,,
2016-07-23,1480.298583984375,140.39785766601562,,,,49.03369140625,-123.18099975585938,53.0320930480957,-118.05900573730469,10.17632007598877,40.510276794433594,0.5000999569892883,5886,,,,,86268668,131332,,
2016-07-24,1641.7889404296875,3912.535400390625,,,,43.410282135009766,-123.18633270263672,49.19547653198242,-79.59358978271484,1.291346549987793,30.56005859375,0.5,10261,,,,,83357648,3042352,,
2016-07-25,1719.9300537109375,4828.48876953125,,,,43.46500778198242,-80.54856872558594,43.475135803222656,-80.53721618652344,2.3323187828063965,4.420045375823975,0.5208646655082703,8992,,,,,80518384,4596176,,
2016-07-26,1751.7679443359375,4884.8720703125,,,,43.46504592895508,-80.54539489746094,43.4727897644043,-80.53607177734375,1.0856167078018188,2.6200761795043945,0.5239274501800537,9679,,,,,75385735,3384953,680625,104708
2016-07-27,1947.2882080078125,7002.40625,,,,43.41015625,-80.54967498779297,43.476470947265625,-80.43741607666016,2.658548593521118,12.940003395080566,0.6103277802467346,11532,,,,427391,70095599,7822546,,313162
2016-07-28,1765.80712890625,5129.22265625,,,,43.46556091308594,-80.56802368164062,43.474422454833984,-80.53681945800781,1.2514984607696533,17.911117553710938,0.5015974640846252,9789,,,,,77933985,5087747,131019,
2016-07-29,1589.9041748046875,1806.426513671875,,,,43.465694427490234,-80.54292297363281,43.472232818603516,-80.53720092773438,0.7951332926750183,0.8399999737739563,0.7502666115760803,4304,,,,,82787273,1399137,308664,
2016-07-30,1707.9520263671875,5156.26611328125,,,,43.465736389160156,-80.54273986816406,43.4726676940918,-80.53711700439453,0.718997061252594,1.019656777381897,0.5096076726913452,9117,,,,,79980346,4004444,128553,
2016-07-31,1645.2650146484375,2496.525146484375,,,,43.46227264404297,-80.54310607910156,43.472232818603516,-80.53729248046875,0.6907835602760315,0.8430895209312439,0.6118823289871216,6694,,,,,78272388,1862542,437679,137936
2016-08-01,1590.6993408203125,1607.8743896484375,,,,43.46503829956055,-80.54322052001953,43.47269821166992,-80.53685760498047,0.8156095743179321,0.9600520730018616,0.6700745820999146,4550,,,,,81253007,1679797,127249,123673
2016-08-02,1497.748046875,21.467845916748047,,,,43.46561050415039,-80.5428695678711,43.46604537963867,-80.54232788085938,3.803473472595215,7.498013019561768,0.5077400803565979,2141,,,,,81539215,223755,,132000
2016-08-03,1707.8880615234375,3540.544921875,,,,43.462223052978516,-80.54623413085938,43.472293853759766,-80.53685760498047,2.0162105560302734,5.090245723724365,0.5124450922012329,8391,,,,,77688753,3318098,455366,
2016-08-04,1675.767578125,4057.693603515625,,,,43.46528625488281,-80.56828308105469,43.474510192871094,-80.53707122802734,1.7555550336837769,15.94005012512207,0.5008991956710815,7463,,,,,79779649,3765265,,
2016-08-05,1598.4339599609375,1641.610595703125,,,,43.465087890625,-80.54544830322266,43.471954345703125,-80.54144287109375,0.844197154045105,1.3413426876068115,0.5008991956710815,5020,,,,,77084012,2002917,,186921
2016-08-06,1622.4686279296875,1823.85986328125,,,,43.46525192260742,-80.54334259033203,43.472198486328125,-80.53685760498047,1.4645487070083618,2.5732858180999756,0.5854912400245667,5083,,,,,79202156,1533770,432225,145787
2016-08-07,1492.456298828125,112.24105072021484,,,,43.46537780761719,-80.54312133789062,43.46611404418945,-80.54232025146484,2.5567550659179688,4.82037353515625,0.701141893863678,3127,,,,,82930150,356562,,
2016-08-08,1635.3380126953125,2646.318603515625,,,,43.46359634399414,-80.5462646484375,43.47271728515625,-80.53703308105469,1.4931845664978027,9.490020751953125,0.5048762559890747,6180,,,,,79146457,2364604,287093,
2016-08-09,1542.648193359375,815.7435913085938,,,,43.46413803100586,-80.5430679321289,43.466270446777344,-80.54199981689453,1.1074988842010498,3.1204004287719727,0.5100979804992676,4493,,,,,79849513,1293034,,
2016-08-10,1737.25341796875,3533.352783203125,,,,43.46548843383789,-80.54647827148438,43.47254180908203,-80.53729248046875,0.9500786066055298,2.072413921356201,0.5821511745452881,8197,,,,,77972918,3417538,657642,
2016-08-11,1788.8525390625,3367.800537109375,,,,43.294281005859375,-80.54988098144531,43.68720245361328,-79.5687026977539,5.328147888183594,32.99260711669922,0.6299999952316284,11937,,,,,62040274,4680444,519463,
2016-08-12,1711.849609375,2546.21484375,,,,19.027179718017578,-0.458464115858078,51.47023010253906,72.87458038330078,5.8742899894714355,19.74260902404785,0.886002242565155,10426,,,,,64777474,4414998,12563,
2016-08-13,1642.646728515625,3466.47607421875,,,,19.044660568237305,72.81914520263672,19.074554443359375,72.83424377441406,1.0584542751312256,1.3232158422470093,0.5462599992752075,9820,,,,,74311640,3137091,,
2016-08-14,1503.564453125,200.8723602294922,,,,19.068574905395508,72.82801818847656,19.06891441345215,72.82884979248047,2.3233165740966797,2.3233165740966797,2.3233165740966797,3377,,,,,82399147,564823,,
2016-08-15,1495.9691162109375,244.56756591796875,,,,18.914230346679688,72.79290771484375,19.069034576416016,72.8646469116211,3.7123770713806152,26.360017776489258,0.5199999809265137,3876,,,,,68207838,418058,,
2016-08-16,1615.578857421875,1078.9927978515625,,,,18.99802589416504,72.81310272216797,19.081626892089844,72.83705139160156,6.22220516204834,27.42072868347168,0.5099999904632568,6651,,,,,69387185,2149176,220196,
2016-08-17,1723.551025390625,3044.298828125,,,,18.989173889160156,72.8123550415039,19.073688507080078,72.83778381347656,5.201846599578857,26.998178482055664,0.5096076726913452,6498,,,,1913504,64511738,2569438,,
2016-08-18,1641.8035888671875,1422.7891845703125,,,,19.0263614654541,72.8239974975586,19.077041625976562,72.86430358886719,4.359235763549805,18.92002296447754,0.5,9261,,,,,69682002,3108946,8516,
2016-08-19,1538.160888671875,564.8531494140625,,,,19.045848846435547,72.82083892822266,19.105911254882812,72.83689880371094,3.2742974758148193,10.982845306396484,0.5000999569892883,6301,,,,,66823743,1191112,,
2016-08-20,1580.757568359375,1337.7589111328125,,,,18.926483154296875,72.80735778808594,19.106456756591797,72.83667755126953,4.1578779220581055,32.264190673828125,0.5234500765800476,4752,,,,,68687732,1982165,,
2016-08-21,1569.2342529296875,883.8464965820312,,,,18.989288330078125,72.81224822998047,19.068994522094727,72.84751892089844,3.0065345764160156,27.670181274414062,1.3301503658294678,5844,,,,,75845535,1772944,,
2016-08-22,1572.5428466796875,1113.486572265625,,,,19.045673370361328,72.81996154785156,19.106502532958984,72.8346176147461,4.135925769805908,14.560030937194824,0.5028916597366333,6014,,,,,74268985,1849880,,
2016-08-23,1538.057373046875,398.7957458496094,,,,18.9895076751709,72.81377410888672,19.070941925048828,72.87184143066406,5.707438945770264,26.248550415039062,0.5299999713897705,4653,,,,,68020733,1207501,,
2016-08-24,1565.6168212890625,550.56591796875,,,,19.02297592163086,72.8225326538086,19.069395065307617,72.86388397216797,,,,5028,,,,,74138605,1705030,,
2016-08-25,1505.15625,150.18551635742188,,,,19.068511962890625,72.82830047607422,19.06967544555664,72.83014678955078,,,,2948,,,,,81119865,591183,,
2016-08-26,1578.243896484375,2293.685546875,,,,19.040184020996094,72.82087707519531,19.07150650024414,72.86466217041016,,,,3855,,,,610632,76244871,1299682,,
2016-08-27,1674.794921875,2393.31396484375,,,,19.040939331054688,72.82312774658203,19.07105827331543,72.87164306640625,,,,8328,,,,,70044986,3114307,279415,
2016-08-28,1717.45263671875,5770.4990234375,,,,19.047990798950195,72.81998443603516,19.069395065307617,72.82892608642578,3.142564296722412,6.404404640197754,1.10819673538208,10723,,,,,77138255,4526832,,
2016-08-29,1681.1522216796875,3649.8017578125,,,,19.042016983032227,72.82196044921875,19.071331024169922,72.86512756347656,4.9859795570373535,15.109999656677246,0.6166036128997803,9047,,,,,71190550,3869810,,
2016-08-30,1700.1815185546875,3471.621337890625,,,,18.937175750732422,72.80805969238281,19.08020782470703,72.87079620361328,4.025959014892578,21.29039764404297,0.5008991956710815,9683,,,,,59228665,3405733,278456,16106
2016-08-31,1591.1807861328125,1301.452880859375,,,,18.928647994995117,72.80458068847656,19.10457992553711,72.86451721191406,5.201732635498047,30.02104949951172,0.52801513671875,4857,,,,,59226217,2197301,,
2016-09-01,1732.2889404296875,9397.8310546875,,,,19.048669815063477,72.82176971435547,19.06966209411621,72.84664154052734,5.488258361816406,15.11246109008789,0.5385164618492126,7615,,,,1483219,76978072,3012918,,
2016-09-02,1575.031005859375,967.6481323242188,,,,19.045881271362305,72.81975555419922,19.07244300842285,72.83209228515625,2.943049669265747,10.448047637939453,0.5108815431594849,4765,,,,,73990966,1894216,,
2016-09-03,1711.0001220703125,5176.580078125,,,,19.05927276611328,72.82169342041016,19.06895637512207,72.82860565185547,4.452125549316406,8.023122787475586,2.0299999713897705,9947,,,,,78827826,3208880,297027,
2016-09-04,1542.6519775390625,602.525390625,,,,19.06866455078125,72.8282699584961,19.069141387939453,72.8285903930664,2.4686341285705566,4.001699447631836,0.7400000095367432,5145,,,,,78628242,1291358,,
2016-09-05,1546.798828125,840.3499755859375,,,,19.04574203491211,72.81978607177734,19.068994522094727,72.8284683227539,2.712477207183838,9.005026817321777,1.158792495727539,4505,,,,,79911957,1353768,,
2016-09-06,1520.500244140625,352.43218994140625,,,,19.04017448425293,72.82382202148438,19.068986892700195,72.864501953125,5.907010078430176,15.720114707946777,0.5008991956710815,4449,,,,,76181962,879592,,
2016-09-07,1591.3563232421875,3601.936767578125,,,,19.045930862426758,72.81970977783203,19.069011688232422,72.82847595214844,3.920941114425659,11.560017585754395,0.7256031632423401,4323,,,,834542,76285267,1204256,38735,
2016-09-08,1803.8883056640625,5377.0166015625,,,,19.03989028930664,72.82218933105469,19.071542739868164,72.86476135253906,3.673938274383545,18.150705337524414,0.5866855382919312,14040,,,,,71338234,6155184,,
2016-09-09,1549.742919921875,586.9315795898438,,,,19.045764923095703,72.8208999633789,19.06904411315918,72.82862091064453,1.7172800302505493,7.243044853210449,0.660302996635437,3579,,,,,76784027,1425226,,
2016-09-10,1700.390380859375,2465.599609375,,,,12.98499584197998,72.82392120361328,19.10318946838379,77.71210479736328,4.756046772003174,20.087806701660156,0.5003998279571533,6878,,,,,64703300,3520761,196657,
2016-09-11,1666.3070068359375,1901.0743408203125,,,,12.919815063476562,77.53916931152344,12.988822937011719,77.63843536376953,2.095322847366333,17.77112579345703,0.5096076726913452,8049,,,,,65941106,3166199,177360,
2016-09-12,1608.1800537109375,2036.4212646484375,,,,12.925175666809082,77.62696075439453,12.940218925476074,77.63777160644531,2.4709365367889404,13.010096549987793,0.5035871267318726,7218,,,,,72534936,2494970,7853,
2016-09-13,1641.400146484375,2806.3984375,,,,12.935721397399902,77.62666320800781,12.940285682678223,77.63063049316406,2.014385223388672,9.196542739868164,0.5200961232185364,8239,,,,,76035692,2824328,132030,
2016-09-14,1630.485107421875,2531.7548828125,,,,12.92503833770752,77.62510681152344,12.940906524658203,77.63772583007812,2.8867571353912354,14.356114387512207,0.5000999569892883,5468,,,,,77012770,2638910,127338,
2016-09-15,1556.58056640625,1077.6519775390625,,,,12.925162315368652,77.62709045410156,12.94010066986084,77.63741302490234,2.109471321105957,12.251081466674805,0.5015974640846252,3578,,,,,80702334,1470749,,
2016-09-16,1580.2783203125,2021.3765869140625,,,,12.925080299377441,77.62674713134766,12.93956184387207,77.63743591308594,1.740644931793213,9.447820663452148,0.5069516897201538,4350,,,,,80009378,1527591,120906,
2016-09-17,1502.107177734375,517.2658081054688,,,,12.938365936279297,77.62845611572266,12.942164421081543,77.63253784179688,1.557841420173645,11.841081619262695,0.5048762559890747,2777,,,,,80087697,487356,,
2016-09-18,1578.9603271484375,1438.3018798828125,,,,12.927621841430664,77.59402465820312,12.982450485229492,77.6416244506836,2.4082305431365967,17.180570602416992,0.5008991956710815,6513,,,,,68991942,1963960,,
2016-09-19,1668.49169921875,3731.893310546875,,,,12.921249389648438,77.61473846435547,12.94010066986084,77.63632202148438,1.4908711910247803,6.051619529724121,0.52801513671875,7013,,,,,80127756,3474600,,
2016-09-20,1645.130859375,3107.892822265625,90.86063385009766,150.0,60.0,12.922612190246582,77.62664031982422,12.939620018005371,77.63624572753906,1.3123316764831543,6.961214065551758,0.5048762559890747,6221,,,,,77373786,2857771,119945,
2016-09-21,1641.3199462890625,3298.250244140625,82.71006774902344,133.0,60.0,12.922612190246582,77.62661743164062,12.939393043518066,77.63626861572266,3.4398443698883057,12.469503402709961,0.6107372641563416,6695,,,,,75921917,3131510,,
2016-09-22,1726.2886962890625,4959.009765625,85.65711212158203,132.0,64.0,12.924979209899902,77.626708984375,12.939543724060059,77.6362533569336,2.7686519622802734,8.8544340133667,0.5166236758232117,9449,,,,,75714444,4714652,,
2016-09-23,1766.015380859375,1941.0672607421875,71.86969757080078,127.0,50.0,12.925002098083496,72.82667541503906,19.10201072692871,77.708984375,3.011808156967163,24.87039566040039,0.5020955801010132,7142,,,,1832699,62762496,3355153,61051,
2016-09-24,1493.51416015625,55.27310562133789,94.34571075439453,149.0,55.0,19.06855583190918,72.82818603515625,19.068801879882812,72.82861328125,,,,3160,,,,,80873023,377565,,
2016-09-25,1626.8316650390625,1586.4046630859375,90.90005493164062,131.0,67.0,12.927633285522461,72.82389068603516,19.099937438964844,77.71106719970703,25.724756240844727,216.9800567626953,0.5420331954956055,6335,,,,,65553970,2572699,114943,
2016-09-26,1657.8427734375,3112.016357421875,86.67112731933594,137.0,56.0,12.925185203552246,77.62669372558594,12.939671516418457,77.63766479492188,3.7948646545410156,9.075642585754395,0.5100979804992676,6620,,,,,78072252,3008619,120113,
2016-09-27,1638.6973876953125,2487.25439453125,80.70669555664062,123.0,53.0,12.925189018249512,77.62657928466797,12.939632415771484,77.63748931884766,2.4740350246429443,13.10494613647461,0.5069516897201538,5862,,,,,78757249,3082639,,
2016-09-28,1663.912841796875,3175.604736328125,91.72866821289062,122.0,59.0,12.925103187561035,77.62692260742188,12.969682693481445,77.64167022705078,3.2065646648406982,7.605918884277344,0.5048762559890747,6890,,,,,74292415,2668080,347002,
2016-09-29,1677.0921630859375,3127.990478515625,84.4043197631836,131.0,65.0,12.925020217895508,77.61448669433594,12.94010066986084,77.63697052001953,3.6144909858703613,8.140000343322754,0.6140032410621643,6435,,,,,77849496,2860384,354254,
2016-09-30,1894.367431640625,8687.7265625,96.53557586669922,128.0,75.0,12.924981117248535,77.62698364257812,12.939565658569336,77.63758087158203,2.8481247425079346,11.037627220153809,0.5099999904632568,13411,,,,,74297195,7766987,,
2016-10-01,1600.77734375,1498.4327392578125,83.66067504882812,141.0,62.0,12.93044662475586,77.60591888427734,12.970373153686523,77.63064575195312,1.2453129291534424,9.060354232788086,0.5375871658325195,3741,,,,,78588665,2376107,,
2016-10-02,1603.276611328125,2056.223876953125,89.65848541259766,129.0,61.0,12.937275886535645,77.62448120117188,12.940710067749023,77.63011169433594,1.4645720720291138,5.597463607788086,0.5199999809265137,5045,,,,,78066819,1850975,236473,
2016-10-03,1747.39892578125,4952.17431640625,89.89869689941406,140.0,63.0,12.924972534179688,77.6266860961914,12.94010066986084,77.63638305664062,0.9865435361862183,3.20089054107666,0.7510659098625183,9161,,,,,76566794,3796899,568896,
2016-10-04,1631.62060546875,2703.291259765625,81.60523223876953,124.0,51.0,12.924996376037598,77.62663269042969,12.939326286315918,77.63683319091797,1.0977909564971924,9.829607963562012,0.6200000047683716,6661,,,,,76712686,2347388,264296,
2016-10-05,1709.2669677734375,3949.4267578125,87.40616607666016,124.0,65.0,12.924934387207031,77.6270751953125,12.939558029174805,77.6375732421875,5.190228462219238,16.308528900146484,1.221883773803711,7536,,,,,79464682,3702910,302526,
2016-10-06,1717.224609375,4310.3994140625,88.25894927978516,152.0,65.0,12.924917221069336,77.62677001953125,12.940164566040039,77.63663482666016,2.1123294830322266,9.212349891662598,0.5300942659378052,6758,,,,,76457798,3108137,346786,
2016-10-07,1769.4237060546875,4462.7685546875,77.81721496582031,105.0,61.0,12.92501449584961,72.82742309570312,19.102739334106445,77.70914459228516,1.5152839422225952,9.103713989257812,0.5594640374183655,10061,,,,,66708904,4089302,512569,
2016-10-08,1599.0059814453125,828.4019775390625,89.6111831665039,126.0,57.0,18.967334747314453,72.80793762207031,19.071760177612305,72.8340072631836,5.290611267089844,12.19033145904541,0.6000833511352539,6177,,,,,66637508,2343098,,
2016-10-09,1631.856689453125,1957.4412841796875,101.0,130.0,72.0,18.927452087402344,72.80735778808594,19.070524215698242,72.83380126953125,4.363932132720947,30.45111083984375,0.5,8360,,,,,67916815,2721634,96122,
