Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,55.919105529785156,862.6159057617188,,,,37.79507064819336,-122.3984603881836,37.799983978271484,-122.39398956298828,,,,1149,,,,,,673546,
00:15:00.000-04:00,00:30:00.000-04:00,43.37908935546875,291.98175048828125,,,,37.79289245605469,-122.39694213867188,37.79387664794922,-122.39546203613281,0.947338879108429,1.0,0.75,568,,,,,,462113,
00:30:00.000-04:00,00:45:00.000-04:00,45.050376892089844,324.02581787109375,,,,37.76263427734375,-122.4354248046875,37.7651481628418,-122.43509674072266,0.75,0.75,0.75,599,,,,,103328,490292,
00:45:00.000-04:00,01:00:00.000-04:00,15.971353530883789,,,,,37.76530456542969,-122.43584442138672,37.76539611816406,-122.43579864501953,,,,,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,15.971353530883789,,,,,37.76529312133789,-122.43590545654297,37.76537322998047,-122.43585205078125,,,,,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,15.971353530883789,,,,,37.765262603759766,-122.43596649169922,37.76536560058594,-122.43578338623047,,,,115,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,15.971353530883789,,,,,37.76530075073242,-122.43590545654297,37.76541519165039,-122.43582916259766,1.1180340051651,1.1180340051651,1.1180340051651,1,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,15.971353530883789,,,,,37.76525115966797,-122.43597412109375,37.76539611816406,-122.43578338623047,,,,127,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,15.971353530883789,,,,,37.76516342163086,-122.43589782714844,37.765323638916016,-122.43583679199219,2.1595065593719482,3.288236618041992,1.0307763814926147,5,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,15.971353530883789,,,,,37.765323638916016,-122.43585968017578,37.76532745361328,-122.43582153320312,,,,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,15.971353530883789,,,,,37.76527786254883,-122.43589782714844,37.76532745361328,-122.43588256835938,3.0103986263275146,3.0103986263275146,3.0103986263275146,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,15.971353530883789,,,,,37.76528549194336,-122.43592834472656,37.76528549194336,-122.43592834472656,,,,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,15.971353530883789,,,,,37.765316009521484,-122.43585968017578,37.765316009521484,-122.43585968017578,,,,,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,15.971353530883789,,,,,37.76530075073242,-122.43592834472656,37.765316009521484,-122.43592071533203,1.0,1.0,1.0,,,,,,900000,,
